Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Health Freedom Ohio,hfo4you,1780780855277063,HEALTH_SITE,US,"501(c)4 nonprofit organization dedicated to maintaining our fundamental human right to health freedom. Volunteer based and grassroots consisting of Ohioans, medical, and health professionals. It's your health, your life, your way.",2018-03-19 23:13:36,20459,21230,2020-08-09 17:19:11 EDT,2020-08-09,17:19:11,Link,19,2,1,6,0,5,1,2,2,0,,-,0,0,0,N/A,https://www.facebook.com/1780780855277063/posts/3367463746608758,"“Anomaly Six has ties to military, intelligence agencies and draws location data from more than 500 apps with hundreds of millions of users”",https://www.wsj.com/articles/u-s-government-contractor-embedded-software-in-apps-to-track-phones-11596808801,,,WSJ News Exclusive | U.S. Government Contractor Embedded Software in Apps to Track Phones,"A small U.S. company with ties to the U.S. defense and intelligence communities has embedded its software in numerous mobile apps, allowing it to track the movements of hundreds of millions of mobile phones world-wide.",,,,19,-5.42
Health Freedom Ohio,hfo4you,1780780855277063,HEALTH_SITE,US,"501(c)4 nonprofit organization dedicated to maintaining our fundamental human right to health freedom. Volunteer based and grassroots consisting of Ohioans, medical, and health professionals. It's your health, your life, your way.",2018-03-19 23:13:36,20291,21040,2020-08-03 14:30:21 EDT,2020-08-03,14:30:21,Photo,19,12,0,3,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1780780855277063/posts/3349073198447813,,https://www.facebook.com/ZachBushMD/photos/a.803380109839099/1591538617689907/?type=3,,,ZACH BUSH MD,"We no longer have the time to point fingers at chemical companies or blame our politicians.

We simply don’t have time. The shift and solution reside within us. 

COVID-19 has highlighted how critically important our outdoor space and parks are and their connection to human health and well being. 

Take a moment to pause and ask yourself if you know what chemicals your city is using in your neighborhood, local parks, highways, and city streets. If you don’t know, this is your opportunity to learn how to find out and begin the process of banning harmful and synthetic pesticides in your community.  

Mark your calendar for a webinar happening Tuesday, August 11 where I’ll join the conversation with Founder of @NonToxicNeighborhoods , Kim Konte, parents Ryan & Andrea, and Mayor Ashley Stolzmann, who successfully put policy in place to rid Louisville, Colorado of glyphosate and other harmful pesticides.

We need to reinvent the way we function as human beings to move toward truth and solutions. We all have a role to play and we can’t wait another minute to take action.

Sign up for the free webinar https://bit.ly/BanGlyphosateInYourCity:=:https://seraphicgroup.zoom.us/webinar/register/WN_ouUuBhOeT82u3ZPCVLxegA",,,,19,-4.47
Health Choice Massachusetts,healthchoicema,1767547873461073,NON_PROFIT,US,"Our shared, core belief is that all Massachusetts residents, should have the basic human right through informed consent, to make health choices on behalf of ourselves and our children without coercion or penalty.",2016-09-13 15:45:00,4085,4286,2020-09-29 14:18:11 EDT,2020-09-29,14:18:11,Link,19,8,0,5,0,2,0,4,0,0,,-,0,0,0,N/A,https://www.facebook.com/1767547873461073/posts/2659042167644968,"“Among the 345 children included in the analysis (177 boys [51.3%]; mean [SD] age, 6.58 [0.54] years), acetaminophen was detected in 199 meconium samples (57.7%), and ADHD was diagnosed in 33 children (9.6%). Compared with no acetaminophen, detection of acetaminophen in meconium was associated with increased odds of ADHD (odds ratio [OR], 2.43; 95% CI, 1.41-4.21). A dose-response association was detected; each doubling of exposure increased the odds of ADHD by 10% (OR, 1.10; 95% CI, 1.02-1.19). Children with acetaminophen detected in meconium showed increased negative connectivity between frontoparietal and default mode network nodes to clusters in the sensorimotor cortices, which mediated an indirect effect on increased child hyperactivity (14%; 95% CI, 1%-26%).” https://jamanetwork.com/journals/jamapediatrics/article-abstract/2770802?fbclid=IwAR1SZ49xUXjohxt5NgLw9diKKwJ16TAVjPINTnzFXsXGlW3GkZ97xuEeG58",https://jamanetwork.com/journals/jamapediatrics/article-abstract/2770802?fbclid=IwAR1SZ49xUXjohxt5NgLw9diKKwJ16TAVjPINTnzFXsXGlW3GkZ97xuEeG58,,,Association of Prenatal Acetaminophen Exposure With Risk of ADHD,"This birth cohort study examines the association between prenatal acetaminophen exposure measured in meconium and attention-deficit/hyperactivity disorder in children aged 6 to 7 years, along with the potential for mediation by functional brain connectivity.",,,,19,-2.79
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8290,8618,2020-09-30 19:27:33 EDT,2020-09-30,19:27:33,Link,19,12,0,3,3,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1824742677690278,Dr. Atlas is a truth-teller in the midst of government bureaucrats spreading bias that favors people control. https://thefederalist.com/2020/09/29/media-gunning-for-scott-atlas-because-he-keeps-exposing-coronavirus-lies/,https://thefederalist.com/2020/09/29/media-gunning-for-scott-atlas-because-he-keeps-exposing-coronavirus-lies/,,,Media Aims For Scott Atlas Because He Keeps Exposing Coronavirus Lies,"'Everything he says is false,' NBC News quoted Redfield as saying of Scott Atlas. That's just not true, top epidemiologists told The Federalist.",,,,19,-1.74
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8276,8641,2020-08-30 21:14:12 EDT,2020-08-30,21:14:12,Photo,19,5,2,9,0,1,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1793005444197335,,https://www.facebook.com/VCHFGA/photos/a.868852619945960/1793004730864073/?type=3,,,,,,,,19,-4.95
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8275,8639,2020-08-25 09:01:40 EDT,2020-08-25,09:01:40,Photo,19,7,0,9,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1787077401456806,"🔴 So thankful for the work of Informed Consent Action Network!! We’ve known it, but ICAN forced the CDC to admit it: the CDC has never conducted a study of the health outcomes of vaccinated vs unvaccinated populations. “On July 29, 2020, after months of false claims and objections, the CDC finally conceded that it could not find a single study comparing health outcomes between vaccinated and unvaccinated children and that it “has not conducted a study of health outcomes in vaccinated vs unvaccinated populations.” Link to document here: https://www.icandecide.org/wp-content/uploads/2020/08/2020_08_03-20-02002-Final-Response-No-Records1.pdf https://www.icandecide.org/ican_government/cdc-concedes-it-has-never-conducted-study-of-vaccinated-vs-unvaccinated-children/?fbclid=IwAR04A9hk4x4U-dbZesE8HnN69Vn8fHilt1IgEsmxIsiqjuSESBR6HRTJpPY #gapol #gagov #BeBraver",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1787077344790145/?type=3,,,Photos from Georgia Coalition for Vaccine Choice's post,,,,,19,-4.95
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8278,8640,2020-08-18 13:47:45 EDT,2020-08-18,13:47:45,Link,19,0,7,0,0,6,0,0,6,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1780153502149196,🔴 The arrogance of some public servants knows no bounds.,https://pjmedia.com/news-and-politics/megan-fox/2020/08/13/tennessee-dept-of-education-orders-wellbeing-checks-for-kids-from-birth-to-age-18-n787716,,,Tennessee Dept. of Education Orders 'Wellbeing' Checks for Kids from Birth to Age 18,"News & Politics Tennessee Dept. of Education Orders 'Wellbeing' Checks for Kids from Birth to Age 18 By Megan Fox Aug 13, 2020 5:44 PM EST Share Tweet Email Comments Share Tweet (Image by Wokandapix from Pixabay) Ronald Reagan famously said that the scariest words in the English language are, “I.....",,,,19,-1.74
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8278,8640,2020-08-18 09:42:10 EDT,2020-08-18,09:42:10,Photo,19,10,1,7,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1779911915506688,“The epidemiologist in charge of Sweden’s coronavirus response has dismissed the scientific evidence for mask-wearing as “astonishingly weak” and suggested that making face coverings mandatory could backfire.” https://www.thetimes.co.uk/article/facemask-evidence-is-astonishingly-weak-says-architect-of-swedish-strategy-bm0w335zr #gagov #gapol #BeBraver,https://www.facebook.com/VCHFGA/photos/a.868852619945960/1779911862173360/?type=3,,"Anders Tegnell said it was Swedish tradition to ""give a lot of responsibility to individuals"" NAINA HELEN JAMA/TT CORONAVIRUS Dangerous to think masks will stop virus",,,,,,19,-4.95
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8266,8629,2020-08-15 19:02:33 EDT,2020-08-15,19:02:33,Photo,19,9,2,5,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1777334739097739,🔴 How many times have you had to explain the National Childhood Vaccine Injury Act and the removal of liability for vaccine injury and death? Save this 👇 handy informational card created by Ginger Taylor and save yourself some typing. 👍,https://www.facebook.com/VCHFGA/photos/a.868852619945960/1777334549097758/?type=3,,,,,,,,19,-4.95
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8254,8615,2020-08-12 15:01:17 EDT,2020-08-12,15:01:17,Link,19,10,0,7,0,1,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1774170759414137,"In our panic to prevent the spread of covid, we may be causing all kinds of other problems. “just soap and water with a microfiber cloth kills more than 90% of microorganisms, making it potentially more effective at killing the virus — and far less harmful to kids — than misting or even wiping down with disinfectants a surface that hasn't been pre-cleaned.”",https://www.eenews.net/stories/1063709823,,,PANDEMIC: Toxic cleaners pose new risks as schools reopen,"As some schools reopen nationwide this month, local officials and parents will have more than just the coronavirus to worry about given wide use of disinfectants that experts say could actually create more dangers.",,,,19,-1.74
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8227,8584,2020-08-01 08:50:47 EDT,2020-08-01,08:50:47,Link,19,4,0,15,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1762608463903700,"“Tegnell has consistently argued that Sweden’s approach is more sustainable than the sudden lockdowns imposed elsewhere. With the risk that Covid-19 might be around for years, he says completely shutting down society isn’t a long-term option.”",https://www.bloomberg.com/news/articles/2020-07-28/sweden-unveils-promising-covid-19-data-as-new-cases-plunge,,,Sweden Unveils ‘Promising’ Covid-19 Data as New Cases Plunge,"As other countries face renewed outbreaks, Sweden’s latest Covid-19 figures suggest it’s rapidly bringing the virus under control.",,,,19,-1.74
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9955,10103,2020-09-28 13:27:36 EDT,2020-09-28,13:27:36,Photo,19,8,3,3,0,1,2,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3293742730746765,"Fauci has been at NIH over 50 years, head of NIAID over 30 years, yet chronic childhood disease has risen from 12% to over 54% under his tenure with no answers. Who does his performance reviews?🧐He needs to be held accountable for all of this.",https://www.facebook.com/photo.php?fbid=10218405672113730&set=p.10218405672113730&type=3,,GOUBLE 081.3/06.12.2920 SELENA GOMEZ Y MERICA FERRERA PATRICK MAHOMES BY DEREK JETER KAMALA HARRIS BY YANNA PRESSLEY TYLER PERRY BY OPRAH WINFREY ALI WONG BY CHRISSY TEIGEN 94 MORE THE 100 MOST INFLUENTIAL PEOPLE IMMUNOLOGIST ANTHONY FAUCI BY JIMMY KIMMEL,Nikki,"Fauci has been at NIH over 50 years, head of NIAID over 30 years, yet chronic childhood disease has risen from 12% to over 54% under his tenure with no answers. Who does his performance reviews?🧐He needs to be held accountable for all of this.",,,,19,-1.32
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9941,10089,2020-09-12 23:14:55 EDT,2020-09-12,23:14:55,Photo,19,12,0,6,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3245859572201748,"And also vaccines that contain food proteins. Ingestion is not the same thing as injection and the immune system will see it as foreign, thus creating food allergies. Vaccine Caused Allergies, Asthma, and More http://www.dirtybigpharmatruth.com/vaccine-caused-allergies-asthma-and-more.html Vaccines and Autoimmune Disorders http://www.dirtybigpharmatruth.com/vaccines-and-autoimmunity-disorders.html Dr Pavelsky presents some vaccine truth BASICS>>> https://www.facebook.com/paul.turner.39589149/videos/10216512272427010/:=:https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fpaul.turner.39589149%2Fvideos%2F10216512272427010%2F",https://www.facebook.com/photo.php?fbid=10157894955632756&set=p.10157894955632756&type=3,,"THE DOCTOR TOLD YOU το SLOWLY INTRODUCE ME το NEW FOODS. EXPOSETHEILLUMINATI BUT DON'T WORRY ABOUT INJECTING 7 DIFFERENT VACCINES CONTAINING LIVE VIRUSES, PRESERVATIVES, HEAVY METALS cow, AND CHICKEN FETUS CELLS DIRECTLY INTO MY BLOODSTREAM AT ONE TIME?",Matina,,,,,19,-1.32
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9941,10089,2020-09-06 01:44:37 EDT,2020-09-06,01:44:37,Photo,19,16,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3224842000970172,"Judge, doctor, Pharma.......all guilty!!!",https://www.facebook.com/photo.php?fbid=10157877223297756&set=p.10157877223297756&type=3,,"If a judge forces a child to be vaccinated and the child dies, should the judge be charged with manslaughter? Natural News",Matina,,,,,19,-1.32
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,10003,10339,2020-08-06 23:27:16 EDT,2020-08-06,23:27:16,Photo,19,7,0,8,2,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3135804843207222,"Looks like there will be a class-action suit against Merck for fraud regarding their HPV vaccine, Gardasil. Check out RFK Jr's instagram post, where he has slides showing the evidence: https://www.instagram.com/p/CDe6qwzn9MM/?igshid=cor0yhyygirh:=:https://www.instagram.com/accounts/login/?next=/p/CDe6qwzn9MM/%3Figshid%3Dcor0yhyygirh Vaccine manufactures are shielded from liability -- but not if they have committed fraud. Merck' s own clinical trials for Gardasil apparently proves that Merck knew that women who receive the vaccination after being exposed to HPV had a 44.6% INCREASED chance of developing pre cancerous lesions. In other words,the vaccine raises cancer risks for these girls.",https://www.facebook.com/InformedConsentPA/photos/a.435399646617753/1596492837175089/?type=3,,"If you got cervical cancer after receiving Gardasil, you may be entitled to compensation. Call us at 844-RFK-HPV1",Pennsylvania Coalition for Informed Consent,"Looks like there will be a class-action suit against Merck for fraud regarding their HPV vaccine, Gardasil.

Check out RFK Jr's instagram post, where he has slides showing the evidence: https://www.instagram.com/p/CDe6qwzn9MM/?igshid=cor0yhyygirh:=:https://www.instagram.com/accounts/login/?next=/p/CDe6qwzn9MM/%3Figshid%3Dcor0yhyygirh

Vaccine manufactures are shielded from liability -- but not if they have committed fraud. 

Merck' s own clinical trials for Gardasil
apparently proves that Merck knew that women who receive the vaccination after being exposed to HPV had a 44.6% INCREASED chance of developing pre cancerous lesions. In other words,the vaccine raises cancer risks for these girls. 

Why?  

Studies show that sexual activity is not a prerequisite for HPV infection;as many as 30% of girls are exposed to HPV in the birth canal or through casual contact with infected individuals. Instead of warning these prior exposed high risk individuals, Merck encourages vaccination for ALL girls. 

There is no screening before vaccination for this.  

Cervical cancers in young girls have skyrocketed in nations and states with high Gardasil uptake. 

Cervical cancer is historically rare in young people and the epidemic may be related to the vaccine. 

Another known risk of Gardasil is autoimmune disease: one of every 40 girls (2.3%)in Merck ‘s clinical trials were diagnosed with autoimmunity.

Therefore, if you suffered any of these injuries from Gardasil, you should call the number below,  as you may be entitled to compensation:
 
Inflammatory disorders,
Movement disorders,
Neurological disorders,
Acute disseminated encephalomyelitis,
Chronic pain syndrome(CRPS),
Chronic fatigue syndrome,
Chronic inflammatory,demyelinating polyneuropathy (CIDP),
Interconnective tissue disorder,
Lupus,
Gardasil arthritis,
Fibromyalgia,
Postural orthostatic tachycardia syndrome (POTS),Gardasil auto-immune disorders,
Heart problems, severe arrhythmia ,heart attacks,
Pulmonary embolism,
Guillain-Barre syndrome,
Multiple sclerosis,Paralysis
Miscarriage,epilepsy ,seizure disorder,
Reproductive disorders, premature ovarian failure,
Rheumatological disorders,
Birth defects,
Small fiber neuropathy, 
Cervical intraepithelial,neoplasia – CIN 2/3
Coma,Stroke, Death.""",,,,19,-1.32
Californians for Vaccine Choice,CaliforniansAgainstSB277,1374879262831019,MEDICAL_HEALTH,US,We The People of CA strongly oppose the infringement of our human and civil rights to exercise our FREEDOM of Religion and Conscience to make medical decisions that come with the risk of injury and death for ourselves and our sons and daughters. ,2015-02-22 18:10:09,23425,24946,2020-08-01 21:52:10 EDT,2020-08-01,21:52:10,Photo,19,1,1,7,0,9,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1374879262831019/posts/2665247810460818,"Yale study to determine the most effective coercive messaging needed to create demand for and sell COVID-19 vaccines. COVID-19 Vaccine Messaging, Part 1 - Full Text View - ClinicalTrials.gov http://ow.ly/L2do30r29Q0:=:https://clinicaltrials.gov/ct2/show/study/NCT04460703",https://www.facebook.com/InformedConsentPA/photos/a.435399646617753/1593396997484673/?type=3,,"compared those riginal Primary Measures ICMJE Intention provided] control group. July get COVID-19 vaccine Time Frame: Immediately after intervention, 2020) reported measure Change History the likelihood the Complete list getting historical versions of Secondary Measures ICMJE COVID-19 vaccination within 10 different scale NCT04460703 18, gov Archive provided This sa validated only for half the in This Persuade assess answers This impact measure the messages Immediately after intervention, willingness persuade been vaccinated in This the COVID-19 vaccine. comfort with Frame: Immediately after intervention, judgment of unvaccinated individual vaccinate elderly friend",Pennsylvania Coalition for Informed Consent,"ANATOMY OF INDOCTRINATION

""This is a measure of a willingness to persuade others to take the COVID-19 vaccine.""

Or, as we would rephrase it, ""this is an extension of the Milgram Experiment, and we're using it to manipulate your opinion.""

This is how they do it, folks.  You're going to want to sit down and read this more than once.

There's actually an ongoing clinical trial comparing how people react when they're given specific ""messaging"" at the same time they're given a sales pitch for a COVID-19 vaccine. 

Let's read that again with some added emphasis: There's actually an ongoing clinical trial comparing how people react when they're given specific messaging AT THE SAME TIME THEY'RE GIVEN a sales pitch for a COVID-19 vaccine.

The really chilling part is, it goes much further than simply figuring out how to convince someone to buy a product.

They're trying to figure out how many are willing to sell their product for them.  We know this because they said so: ""This is a measure of a willingness to persuade others to take the COVID-19 vaccine.""  (See screenshot, which comes from the page you get by clicking on ""tabular view."" It's sponsored by Yale University --link at bottom of page.)

Here's how they're doing it:

They've divided their study subjects into 12 groups.  To make this post easier to understand, we've added numbers to their groups, 1 -12.

All groups are given the message  that the COVID-19 vaccine is safe and effective.
**********************************
Group 1 gets nothing but that message.  3/15 of the study subjects are in this group.

The rest of the groups get that message PLUS 1 additional message, to see how that affects the mindset of the study subjects.

Think this is creepy?  Oh, just wait.   Read on:
********************************
Group 2 also gets a ""sham comparator"" message, about costs and benefits of bird feeding, so obviously they don't expect this to affect the mindset of their subjects. -- it's a control group.  2/15 of the study subjects are in this group.
***********************************
Here's where it becomes disturbingly manipulative.  We quote the descriptions  from the study: 

Group 3 (""Personal Freedom"") also gets a message about ""how COVID-19 is limiting people's personal freedom and by working together to get enough people vaccinated society can preserve its personal freedom.""    1/15 of the study subjects are in this group.

** We call this the ""Let's Pretend the Virus, Rather Than The Government, Is Limiting Personal Freedom"" group.
********************************
Group 4 (""Economic Freedom"") also gets a message about ""how COVID-19 is limiting peoples's economic freedom and by working together to get enough people vaccinated society can preserve its economic freedom.""  (Yep, appeal to people's pocketbooks, great way to manipulate...) 1/15 of the study subjects are in this group.

** We call this the ""Let's Pretend Being Forced to Buy A Product You Don't Want From the Multi-Multi-Billion-Dollar Vaccine Industry Equals 'Economic Freedom' "" group.  
**********************************
Group 5 (""Self-Interest) also gets a message that ""COVID-19 presents a real danger to one's health, even if one is young and healthy. Getting vaccinated against COVID-19 is the best way to prevent oneself from getting sick."" 1/15 of the study subjects are in this group.

** We call this the ""Let's Pretend the Vaccine Is Every Bit As Safe And Effective As They Say Even Though There is Already Troubling Evidence to the Contrary"" group
*********************************
Group 6 (""Community Interest"")also gets a message about ""the dangers of COVID-19 to the health of loved ones. The more people who get vaccinated against COVID-19, the lower the risk that one's loved ones will get sick. Society must work together and all get vaccinated."" 1/15 of the study subjects are in this group.

** We call this the ""Everyone Must Buy This Product Immediately"" group.
*****************************
Group 7 (""Economic Benefit"") also gets a message about ""how COVID-19 is wreaking havoc on the economy and the only way to strengthen the economy is to work together to get enough people vaccinated."" 1/15 of the study subjects are in this group. 

** We call this the ""Let's Pretend Being Forced to Buy A Product You Don't Want From the Multi-Multi-Billion-Dollar Vaccine Industry Solves The Economic Crisis Caused By The Shut-Down"" 
********************************
(The next 3 groups get messages labeled by the study as ""social pressure.""   Think about that.)

Group 8 ""Guilt"" also gets a message about ""the danger that COVID-19 presents to the health of one's family and community. The best way to protect them is by getting vaccinated and society must work together to get enough people vaccinated. Then it asks the participant to imagine the guilt they will feel if they don't get vaccinated and spread the disease."" 1/15 of the study subjects are in this group.

** We call this the ""Let's (truncated)",,,,19,-1.63
Texas Medical Freedom Alliance,TexasMFA,1866775656927358,ORG_GENERAL,US,"TMFA's mission encompasses a broad range of issues such as vaccine choice, medical, religious & philosophical exemptions, and medical cannabis.",2017-02-08 14:16:38,3604,3731,2020-09-16 14:07:23 EDT,2020-09-16,14:07:23,Link,19,9,3,0,7,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1866775656927358/posts/2731171700487745,"Texas Medical Freedom Alliance is proud to announce Dr Sheila L. Ealey has joined Robert F. Kennedy, Jr at the Children's Health Defense as the newest board member!! Sheila, you are the perfect addition to the team. I am confident you will use your unwavering faith, wisdom, and grace to fight for our children. May God guide your steps as you embark on this new journey. Please join me us congratulating Sheila Lewis Ealey on this achievement!!",https://childrenshealthdefense.org/about-us/board-directors/,,,Board of Directors • Children's Health Defense,"Robert F. Kennedy, Jr. Chairman of the Board Robert F. Kennedy, Jr. serves as President of Waterkeeper Alliance, as well as Founder, Chairman of the",,,,19,-4.26
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15796,16433,2020-09-14 16:33:10 EDT,2020-09-14,16:33:10,Link,19,11,0,3,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/4373169129422744,"""There is no question that this country has faced, and will face, emergencies of every sort. But the solution to a national crisis can never be permitted to supersede the commitment to individual liberty that stands as the foundation of the American experiment. The Constitution cannot accept the concept of a 'new normal' where the basic liberties of the people can be subordinated to open-ended emergency mitigation measures. Rather, the Constitution sets certain lines that may not be crossed, even in an emergency. Actions taken by defendants crossed those lines. It is the duty of the court to declare those actions unconstitutional."" ❤️❤️❤️🇺🇸🇺🇸🇺🇸🥳🥳🥳 It's about time!!!",https://www.wtae.com/article/judge-rules-pennsylvania-gov-tom-wolf-shutdown-orders-unconstitutional/34013103,,,Judge: Pennsylvania's pandemic restrictions unconstitutional,"Pennsylvania Gov. Tom Wolf's closing of ""non-life-sustaining"" businesses and restrictions on gatherings during the COVID-19 pandemic were ruled unconstitutional by a federal judge on Monday.",,,,19,-1.47
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15801,16436,2020-09-07 20:05:34 EDT,2020-09-07,20:05:34,Link,19,4,7,5,0,3,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/4337476492992008,"""It is apparent Gov. Newsom’s revised “plan to reopen” is designed to keep the state in lockdown forever. Because he continues to focus on the number of positive “cases,” which is 99% [of] people who are healthy, not sick and even asymptomatic. These are not “cases.” Actual “cases” of COVID patients are in the ICU or have died from it."" Gavin Newsom #COVID1984 #HumanRightsViolations #Tyranny #Dictatorship #California #HighCrimes",https://californiaglobe.com/section-2/california-attorney-says-gov-newsom-is-deliberately-using-bad-data-to-keep-state-in-lockdown/,,,California Attorney Says Gov. Newsom is Deliberately Using Bad Data to Keep State in Lockdown - California Globe,"Governor Gavin Newsom announced yet another new set of guidelines Friday for re-opening counties in California, replacing the state COVID-19 watchlist",,,,19,-1.47
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15807,16442,2020-08-29 20:06:15 EDT,2020-08-29,20:06:15,Link,19,9,0,5,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/4292064977533160,,https://www.skynews.com.au/details/_6185867771001?fbclid=IwAR3IPdadv0yiJdRc7EmGpzlQCU5Egy8rNUoE7djVTxyyAK2UdcbSNSvA4S0,,,Anti-COVID protesters in Europe label the pandemic a 'hoax' | Sky News Australia,"Thousands of anti-coronavirus protesters have marched across major cities in Europe demanding an end to pandemic restrictions. More than 3,000 riot police were deployed to disperse a crowd of 18,000 in Berlin after the protesters failed to abide by social distancing guidelines. Authorities attempted...",,,,19,-1.47
