Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2234,N/A,2020-09-30 20:30:01 EDT,2020-10-01,20:30:01,Photo,20,16,2,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/972561733229589,,https://www.facebook.com/photo.php?fbid=661092004808031&set=gm.972561733229589&type=3,,,,,,,,-1.15
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2234,N/A,2020-09-30 20:29:30 EDT,2020-10-01,20:29:30,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/972561543229608,,https://www.facebook.com/photo.php?fbid=661091678141397&set=gm.972561543229608&type=3,,,,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2234,N/A,2020-09-30 20:29:17 EDT,2020-10-01,20:29:17,Photo,3,1,1,0,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/972561419896287,,https://www.facebook.com/photo.php?fbid=661091501474748&set=gm.972561419896287&type=3,,,,,,,,-7.67
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1956,N/A,2020-09-30 20:24:24 EDT,2020-10-01,20:24:24,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1550123565175994,,,,,,,,,,-54
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1570,N/A,2020-09-30 20:18:31 EDT,2020-10-01,20:18:31,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2458764767757756,,https://www.youtube.com/watch?time_continue=152&v=H4vqyv2XQRY&feature=emb_title,,,David Icke - Trafalgar Square 29-8-20,David Icke amazing speech from the protest in Trafalgar Square 29-8-20,,,,-44
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1956,N/A,2020-09-30 20:17:25 EDT,2020-10-01,20:17:25,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1550116425176708,https://www.facebook.com/100000675363791/posts/3725393537493122/,https://www.facebook.com/photo.php?fbid=3409730889092689&set=p.3409730889092689&type=3,,Andrew Cuomo HAS TO GO!,Melissa,"This is potentially a big deal.  Today - Cuomo closed his offices (it seems indefinitely) so that summons could not be served.  The process server was turned away and I have been told this is unprecedented ... PLEASE SHARE SHARE SHARE!

Here is a note from attorney Carl Schwartz, who is representing multiple families in a multi-county lawsuit against Cuomo.  

'Yes.  When the process servers showed up at the Governor's office they were advised that the office had been closed and that the Governor was not accepting service of process of legal papers. The server then went to Commissioner Zucker's office and was told the same thing.

In layman's terms, our government has three branches so that they can always, civilly and without having to resort to use of force and self-help, keep each other in check.  By not allowing himself to be served, our Governor is raising himself above the law and cutting off the judicial branch from being able to keep him in check.  This is the first thing than any leader does when they start moving toward a dictatorship ... Its fear that allows dictators to rule and its power that corrupts men quite absolutely if given absolute power and that is what our governor has been given.  He is ruling our State, not governing it.  He refers to his rules as laws even though they are not.  Legislators make laws, administrators apply them, and the courts reign in their power as needed.

Andrew is making a power grab.  He is disregarding the courts. That is how revolutions get started.  This needs to be nipped in the bud NOW.

Your fellow patriot, 
CArl J. Schwartz, Jr., Esq.",,,,-56
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1956,N/A,2020-09-30 20:13:40 EDT,2020-10-01,20:13:40,Photo,14,4,4,5,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1550113258510358,UNREAL! WE MIDT BAN TOGETHER PARENTS! THIS IS DICTATORSHIP AT ITS BEST!,https://www.facebook.com/photo.php?fbid=3409730889092689&set=p.3409730889092689&type=3,,Andrew Cuomo HAS TO GO!,Melissa,"This is potentially a big deal.  Today - Cuomo closed his offices (it seems indefinitely) so that summons could not be served.  The process server was turned away and I have been told this is unprecedented ... PLEASE SHARE SHARE SHARE!

Here is a note from attorney Carl Schwartz, who is representing multiple families in a multi-county lawsuit against Cuomo.  

'Yes.  When the process servers showed up at the Governor's office they were advised that the office had been closed and that the Governor was not accepting service of process of legal papers. The server then went to Commissioner Zucker's office and was told the same thing.

In layman's terms, our government has three branches so that they can always, civilly and without having to resort to use of force and self-help, keep each other in check.  By not allowing himself to be served, our Governor is raising himself above the law and cutting off the judicial branch from being able to keep him in check.  This is the first thing than any leader does when they start moving toward a dictatorship ... Its fear that allows dictators to rule and its power that corrupts men quite absolutely if given absolute power and that is what our governor has been given.  He is ruling our State, not governing it.  He refers to his rules as laws even though they are not.  Legislators make laws, administrators apply them, and the courts reign in their power as needed.

Andrew is making a power grab.  He is disregarding the courts. That is how revolutions get started.  This needs to be nipped in the bud NOW.

Your fellow patriot, 
CArl J. Schwartz, Jr., Esq.",,,,-2
❤️ The rEvolution! ✊,,655947885024802,none,,,2021-03-09 12:01:50 EST,N/A,N/A,2020-09-30 20:06:06 EDT,2020-10-01,20:06:06,Status,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/655947885024802/permalink/680625115890412,🔥https://www.facebook.com/bhtapper/videos/10160572825481294/?extid=0,,,,,,,,,-0
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1956,N/A,2020-09-30 19:47:35 EDT,2020-09-30,19:47:35,Photo,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1550091345179216,Read the comments from the lawyer! 🥵,https://www.facebook.com/glassforsenate/photos/a.157377455820948/199593431599350/?type=3,,,Elizabeth Glass for Senate NY 27,"This 5-page letter was shared with parents who returned to NYC public schools this week, reminding them that testing would be required for a return to in-person education. At a July 13 press conference, NY Gov Cuomo discussed the 23-page ""Interim C19 Guidance for Schools,"" which I analyzed in a July 16 video. Here is a link to the Fed Up Democrat's article    https://thefedupdemocrat.home.blog/2020/07/17/liz-glass-breaks-down-cuomos-ny-covid-school-plan/  about the video, including script and a summary of Cuomo's directive. What is the point of testing? Please think about the ""test, trace, isolate"" process that Cuomo describes. What are your thoughts about forcing healthy, asymptomatic children - who test positive with a notoriously inaccurate test - to quarantine for 14 days? Here are questions from the video, about Cuomo's agenda: If a student who participates in contact tracing comes into contact with infected people several times over the course of a year, how does this impact his or her education plan? Quarantining necessitates that the individual has his or her own bathroom. What if a child tests positive, the family only has one bathroom, but more than one kid. What happens? If the person who tests positive has no symptoms - they are asymptomatic,  they feel fine, they're healthy - are they required to self isolate? What if they don't want to? What about teachers and staff who are tested, traced, and tracked and must quarantine? Will there be enough substitute teachers available? Contact tracing is effective when a contagious illness - that there is no treatment for - first hits a population. Contact tracing - nine months later - makes zero sense. For the record: daycare for the children of doctors, nurses, police officers, and firefighters was open throughout the lockdown. There was no testing or serious problems. Summer camps were open. There was no testing or serious problems. Am I the only one here smelling a rat?",,,,-28
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1570,N/A,2020-09-30 19:38:11 EDT,2020-09-30,19:38:11,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2458745934426306,From our group Vaccine Induced Autoimmune Disease on mewe.,https://everydayconcerned.net/2020/09/04/breaking-major-investigative-report-by-association-of-french-reserve-army-officers-finds-covid-19-pandemic-to-have-a-hidden-agenda-for-global-totalitarianism-nanotech-chipping-of-all-5g-irradia/,,,"BREAKING: Major Investigative Report by Association of French Reserve Army Officers Finds COVID-19 “Pandemic” to Have a Hidden Agenda for Global Totalitarianism, Nanotech Chipping of All, 5G Irradiation, & Genocide","Ramola D | Report | September 4, 2020 A document newly released in the interests of informing the public has been circulating online recently, offering deeper insight into what may really be going …",,,,-38
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1956,N/A,2020-09-30 19:23:40 EDT,2020-09-30,19:23:40,Link,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1550070925181258,"Medical experts coming forward...immediately censored by fascist book f#$%ed checkers. Extreme censorship begins here tomorrow, so save all your precious posts and get out of this jail. Unbelievable! We're living in medical tyrany, no doubt. This is an ""Open letter from medical doctors and health professionals to all Belgian authorities and all Belgian media.""",https://docs4opendebate.be/en/open-letter,,,Open letter - Docs4opendebate,"Open letter from medical doctors and health professionals to all Belgian authorities and all Belgian media. September 5th 2020 We, Belgian doctors and health professionals, wish to express our serious concern about the evolution of the situation in the recent months surrounding the outbreak of the S...",,,,-9.67
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2232,N/A,2020-09-30 19:13:06 EDT,2020-09-30,19:13:06,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/972528346566261,,,,,This is a re-share of a post,"Beyond cruelty, this is so sad.😔😔

https://m.facebook.com/story.php?story_fbid=3201487293301071&id=100003194943000",,,,-42
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2232,N/A,2020-09-30 18:54:58 EDT,2020-09-30,18:54:58,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/972520053233757,The Marxist Left will do everything to remove President Trump because they know he will continue to hinder their destruction of our civilisation and bring back our values,https://www.facebook.com/photo.php?fbid=10158799233318245&set=p.10158799233318245&type=3,,4657 !!Hs1Jq13jV6 5d07c9 No 105969220 Sep 2020 20:03:19( EST) Debates: camp will find excuse/reason terminate 2. Biden camp provided questions ahead time 3. Biden camp vill provided the questions ahead time and assistance the form fa special communication device special communication device savox You're never alone SEP110 Inductive Loop for Covert Communication,Alexandra,"James Woods just tweeted this image and I was able to find it for sale...

https://www.allsafeindustries.com/store/p/9550-SEP110-Inductive-Loop-for-Covert-Communication.aspx",,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2232,N/A,2020-09-30 18:43:41 EDT,2020-09-30,18:43:41,Photo,4,2,0,0,0,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/972515513234211,,https://www.facebook.com/photo.php?fbid=10164647415775457&set=p.10164647415775457&type=3,,drsherritenpenny_official What does it mean to be healthy? Apparently it's -vaccinate -live in perpetual fear -sanitize everything -restrict natural breathing -limit human contact -limit time in nature -eat processed foods So odd- the healthiest people know do the exact opposite of all of those.,Steve,,,,,-5.75
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2232,N/A,2020-09-30 18:12:46 EDT,2020-09-30,18:12:46,Native Video,1,0,0,1,0,0,0,0,0,0,share,-,0,722156,0,01:08:10,https://www.facebook.com/groups/643541389464960/permalink/972501373235625,,,,,This is a re-share of a post,"Dr Dolores Cahill Public Meeting
22nd Sep. 2020
Very #informative and well worth a #listen.

( NEW VIDEO released 9th Oct.2020 see link in this heading )
"" Parent To Parent With Professor Dolores Cahill ""
( for concerned parents )

#Join Professor #DoloresCahill ( guest speaker ) 
Peaceful Assembly For Truth And Freedom.
2pm at #Cork City Library, on Sunday #18th October.

new video link
https://m.facebook.com/story.php?story_fbid=4435142573226404&id=1104846566256038",,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,2232,N/A,2020-09-30 18:00:12 EDT,2020-09-30,18:00:12,Native Video,1,1,0,0,0,0,0,0,0,0,share,No,0,855,0,00:01:02,https://www.facebook.com/groups/643541389464960/permalink/972496169902812,,https://www.facebook.com/gallijess.galluccio/videos/513669772364435/,,,Gallijess,"SHARE..

GALLIJESS IN CONCERT OUTSIDE VICTORIA POLICE HEAD QUARTERS... SINGING SGT JOHN BOURSINOS IS A CORRUPT COP...IN PUBLIC ...MANY LAUGH AT THE TUNE...AS HE AWAITS AN APPILOGY BEFORE OR AFTER MUM DIES 

WHAT DO YOU BELIEVE IS THE RIGHT THING FOR BOURSINOS TO DO....  SAY SORRY FOR HIS LIES BEFORE MUM SH DIES or AFTER",,,,-19
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1570,N/A,2020-09-30 17:33:30 EDT,2020-09-30,17:33:30,Native Video,3,0,0,2,1,0,0,0,0,0,share,No,0,32982,0,00:03:16,https://www.facebook.com/groups/1605232133111028/permalink/2458684594432440,,https://www.facebook.com/bhtapper/videos/10160572825481294/,,,Ben,"My speech from today. 😎🤓

“My name is Dr. Ben Tapper, and I am no stranger to you as this is my third time here. For the next three minutes, I will do my best to explain why I am adamantly against these mask mandates.�
Imagine a virus so deadly that you need a test to know whether or not you have it. These numbers are based on positive cases and not hospitalizations or deaths. The numbers are hyper-inflated by false-positives and the never-ending doom and gloom from the main-stream media. I was taught that fear is the fire that fuels the furnace of dis-ease. When will the fear-mongering stop?
�
It is terrifying to me to think how easily this mask mandate could turn into a vaccine one.
You see, I follow the vaccine narrative very closely and have been for over a decade. I have witnessed first-hand the damages that can occur after a vaccination-conditions like transverse-myelitis, Guillian-barre. I met many families that have lost a child to a vaccine injury. Injuries are real and not rare. The companies that lie and gaslight these poor families are the same companies and organizations that feed you and the pubic this corona propaganda.
�
Last year, the World Health Organization stated the greatest threat to our health is people who refuse vaccinations. Shortly after that, the ACIP for the CDC said they could not force vaccinations, but they could force compliance. How are they going to do that? I do not wear a mask anywhere I go, and the public shaming that occurs is beyond humiliating. I have been refused business, and on some occasions, I could not enter the store. If the mask mandate turns into a vaccine mandate, you will not be allowed to go back to work, earn a paycheck, renew your driver's license, or function in everyday society without proof of the vaccination. We had draconian bills sweeping the nation last year coming after our medical freedoms, and then the Coronavirus came, the trojan horse to implement this tyrannical agenda. 
�
I believe this to be spiritual and psychological warfare on the people. The rate of Suicide is the highest it ever has been in human history. More people have died this year of Suicide than from Corona. The National Alliance on Mental Illness HelpLine has seen a 65 percent increase in calls and emails since March, according to the organization. In other words, the vast majority of health, emotional, physical, psychological, and financial hardships now faced by citizens are not due to COVID-19. They are due to the ongoing catastrophic lockdowns, restrictions, and policies imposed by unaccountable and irrational governments.
�
Since when is it your job to pass legislation regarding health? History teaches us that when the Government takes away a certain freedom or liberty, they do not freely give it back. Martin Luther King once stated, “Oppressed people cannot remain oppressed forever. The yearning for freedom eventually manifests itself.”
�
�
We are six months into this circus of what was supposed to be two weeks of flattening the curve.
I pray the people wake up and realize we are not just tolerating a temporary inconvenience, but we are headed into a full-on medical dictatorship.”",,,,-0.73
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40550,N/A,2020-09-30 17:23:44 EDT,2020-09-30,17:23:44,Status,12,0,12,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159677678361789,"ANONYMOUS POST: Hi.. Regarding periods I'm 34 always had very light periods but since last year my periods are getting shorter and very less flow previously it used to be 3 days , now hardly 2 days but accurate on time.. Another thing some times (not every month) like currently it feels like my periods are struggling need a push (don't know how else to explain) like it's time, symptoms are there but flow isn't 🤷‍♀️ I usually do home remedies hot drinks, herbal teas try to eat nuts etc to get it out of my system but it just worries me sometimes especially since I'm trying to conceive past 6 months, light flow never bothered me before but now it does.. Should I contact GP? in current situation very hard to get appointments..",,,,,,,,,-2.17
