Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1858,N/A,2020-08-31 22:27:31 EDT,2020-09-01,22:27:31,Link,10,5,4,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948575832294846,All in all the Australian media is crap!!! especially the ABC!!!!,https://www.abc.net.au/news/2020-09-01/facebook-threatens-to-ban-australians-from-sharing-news-content/12616216,,,Facebook threatens permanent news blackout in Australia,"Australians could be blocked from sharing news content on Facebook and Instagram, with news organisations not allowed to post their content to the platforms if a world-first attempt to govern news on social media becomes law.",,,,-2.1
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,N/A,N/A,2020-08-31 22:08:16 EDT,2020-09-01,22:08:16,Video,1,0,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/310092296938407,https://youtu.be/nn7CQKKP-ME,https://youtu.be/nn7CQKKP-ME,,,Human 2 0 A Wake Up Call To The World,"PLEASE SUBSCRIBE by clicking the link below and be sure to tap the ""Bell Notification"" 🔔 so you are notified any time I upload a new video. 🎥 https://www.you...",,,,-0.8
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1894,N/A,2020-08-31 22:01:12 EDT,2020-09-01,22:01:12,Photo,12,7,0,1,0,2,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1522746694580348,,,,,,,,,,-0.29
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1858,N/A,2020-08-31 21:36:49 EDT,2020-09-01,21:36:49,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948549712297458,,,,,,,,,,-42
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1567,N/A,2020-08-31 21:25:01 EDT,2020-09-01,21:25:01,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2434399286860971,,,,,,,,,,-28
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1567,N/A,2020-08-31 21:21:39 EDT,2020-09-01,21:21:39,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,9436,0,00:00:50,https://www.facebook.com/groups/1605232133111028/permalink/2434397870194446,"Freiheit ist das Recht, anderen zu sagen, was sie nicht hören wollen. The ANTIFA calls for the storming of the Reichstag",https://www.facebook.com/Wahrheitssuchender1/videos/1282080788800471/,,,"Freiheit ist das Recht, anderen zu sagen, was sie nicht hören wollen.",Die ANTIFA ruft zum Sturm des Reichstag auf,,,,-22
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1567,N/A,2020-08-31 21:16:36 EDT,2020-09-01,21:16:36,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,8449,0,00:01:55,https://www.facebook.com/groups/1605232133111028/permalink/2434395260194707,"Freiheit ist das Recht, anderen zu sagen, was sie nicht hören wollen. Violent ANTIFA provocateurs attack police officers in front of the Russian embassy in Berlin !!! None of the protesters wore masks! If there were attacks against police forces, they were attacks by ANTIFA! It is strange that the officials did not hit him as they hit defenseless women. It seems that it was planned. They are definitely ANTIFA fascist provocateurs or undercover police officers !!!",https://www.facebook.com/Wahrheitssuchender1/videos/238575404083915/,,,"Freiheit ist das Recht, anderen zu sagen, was sie nicht hören wollen.","Gewaltbereite Antifanen greifen Polizisten vor der Russischen Botschaft in Berlin an!!!
-------------------------------------------------------------------
Насильственные антифаны нападают на сотрудников полиции возле российского посольства в Берлине!!!!
-------------------------------------------------------------------
Violent anti-fans attack police officers in front of the Russian Embassy in Berlin!",,,,-22
Vaccine Induced Autoimmune Disease,,1605232133111028,none,,,2020-01-05 23:46:23 EST,1567,N/A,2020-08-31 21:12:38 EDT,2020-09-01,21:12:38,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1605232133111028/permalink/2434393503528216,"Michael Delta ""The pandemic is a crisis of convenience for the elites who dictate these policies. It gives them the possibility of ending the middle class to destroy the institutions of democracy, of transferring all our wealth to a handful of billionaires to enrich themselves by impoverishing the rest of them. us. And the only thing between them and our children is this crowd that came to Berlin ... We will demand the return of our democracy. Thank you all for fighting. """,https://www.facebook.com/photo.php?fbid=2427549350872900&set=p.2427549350872900&type=3,,"Governments love pandemics, and they love pandemics for the same reasons they love war. Because it gives them the possibility of imposing controls on the population that the latter would never accept otherwise. Robert F. Kennedy Jr. Berlin August 2020",Michael,"""La pandemia es una crisis de conveniencia para las élites que dictan estas políticas. Les da la posibilidad de acabar con la clase media para destruir las instituciones de la democracia, de transferir toda nuestra riqueza a un puñado de multimillonarios para enriquecerse empobreciendo el resto de nosotros. Y lo único entre ellos y nuestros hijos es esta multitud que vino a Berlín ... Exigiremos el regreso de nuestra democracia. Gracias a todos ustedes por luchar "".",,,,-56
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1858,N/A,2020-08-31 21:06:43 EDT,2020-09-01,21:06:43,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948535755632187,,,,,,,,,,-23
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1858,N/A,2020-08-31 21:01:45 EDT,2020-09-01,21:01:45,Photo,21,2,9,1,0,2,5,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948533038965792,,https://www.facebook.com/photo.php?fbid=636589980599192&set=p.636589980599192&type=3,,"news.com.au 41 That's $39,648 in fines... Full story: https://bit.ly/34NjXTY news.com.au VICTORIAN MAN ISSUED $1652 VIRUS FINE 24 TIMES",Deno,"Funny stuff... knowing too well they’re not worth the paper they’re written on... keep em coming...

Check out all the sheeple comments on the Facebook post 👉 https://www.facebook.com/111416688885713/posts/4023665147660828/

Article 👉 https://www.news.com.au/lifestyle/health/health-problems/coronavirus-australia-live-victoria-qld-nsw-covid19-updates/live-coverage/8434e18be66880f7848fa595a724eaa7",,,,-1.1
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1894,N/A,2020-08-31 20:23:14 EDT,2020-09-01,20:23:14,Status,32,5,4,4,1,0,0,16,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1522689844586033,,,,,,,,,,1.23
Anti Mask Anti vaccine Pro Freedom,,325450458467336,none,,,2020-08-31 10:29:10 EDT,198,N/A,2020-08-31 20:19:40 EDT,2020-09-01,20:19:40,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/325450458467336/permalink/356926735319708,"If vaccines are increasingly mandated, and we lose the fight, Mary in my example here has a dilemma on her hands cos she ain’t gonna take them. See her scenario. ",https://www.unvaccinatedcitizen.com/post/mandated-vaccines-a-sample-profile-in-a-time-of-restrictions-on-the-unvaccinated-citizen-mary,,,Mandated Vaccines: A Sample Profile in a Time of Restrictions on the Unvaccinated Citizen - Mary,"Mary has been against vaccines for 2 years and her kids were up to date with their vaccines till her red pill moment to be against vaccines. Mary is a 32 year old woman with a 7 year old son and 4 year old daughter, recently divorced with 60 year old parents which help out regularly living 20 minute...",,,,-34
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 20:03:05 EDT,2020-09-01,20:03:05,Link,2,1,0,0,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948505138968582,,https://www.bitchute.com/video/Cg3wuTfWQEUn/,,,liabilitymate,"An urgent message for Australians, we outnumber them big time",,,,-10.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 20:01:35 EDT,2020-09-01,20:01:35,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948504492301980,,https://www.facebook.com/photo.php?fbid=4891176854241338&set=gm.948504492301980&type=3,,,,,,,,-46
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 19:28:58 EDT,2020-08-31,19:28:58,Status,6,2,2,0,0,1,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948489408970155,,,,,,,,,,-3.5
Christians rejecting Covid-19 Vaccine,,299208331360137,none,,,2020-11-12 00:31:40 EST,N/A,N/A,2020-08-31 19:15:54 EDT,2020-08-31,19:15:54,Link,3,0,1,0,0,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/299208331360137/permalink/310015756946061,https://www.cbc.ca/news/business/novavax-covid-19-vaccine-1.5706067,https://www.cbc.ca/news/business/novavax-covid-19-vaccine-1.5706067,,,Canada secures deals for up to 114M doses of potential COVID-19 vaccines from U.S. drug companies | CBC News,Canada's federal government has signed agreements with two U.S. drug companies to secure up to 114 million doses of two potential COVID-19 vaccines under development.,,,,-0.4
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 19:02:39 EDT,2020-08-31,19:02:39,Native Video,1,1,0,0,0,0,0,0,0,0,share,-,0,58708,0,00:06:44,https://www.facebook.com/groups/643541389464960/permalink/948478248971271,,,,,,,,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 18:49:11 EDT,2020-08-31,18:49:11,Status,26,7,2,10,0,4,1,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948472688971827,https://www.oann.com/cdc-accused-of-quietly-modifying-covid-death-stats/,,,,,,,,,1.24
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 18:47:44 EDT,2020-08-31,18:47:44,YouTube,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948472035638559,,https://www.youtube.com/watch?v=GZ_qRu-P3W8&feature=share,,,WARNING ABOUT MANDATORY VACCINATION,"Harvard professor, and Trump defense lawyer, Alan Dershowitz, stated that, public’s safety outweighs any private liberty concerns of U.S. citizens, who do no...",,,,-19
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:36:43 EDT,2020-08-31,18:36:43,Status,55,1,54,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159594185431789,"FTM due Nov. What toiletries do I buy for the baby? Things that have been suggested are baby bath/wash, powder, nappy rash cream, oil for massage. Also heard just water. What are your suggestions? And any brands you recommend? Just bought weleda a nappy rash cream. For me personally love hauschka, green people, faith in nature as I suffer for eczema so always been careful x",,,,,,,,,-1.05
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:35:37 EDT,2020-08-31,18:35:37,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159590408496789,,https://www.facebook.com/educationalfreedom1/photos/a.439608172867178/1505992519562066/?type=3,,,Educational Freedom - Home Education info and support.,"We’ve said it before but it’s an important message. 

We’re seeing lots of discussions on whether to send children back to school or not. Here’s some bits to consider. 
Don’t forget our team are available for any queries about home education that you can’t find the answer for on the website educationalfreedom.org.uk

Before making a decision whether to send to school or deregister please read this:
Speak with your school, they will likely support you if you or your child has a medical condition that puts you or them at risk. They will either allow you to keep your child home, or put extra precautions in place. 

If your school won’t help, or you’re determined your child isn’t going back, please remember that by deregistering you are taking full responsibility for the home education. There’s no work packs, or online lessons, no teacher support etc. It’s all up to you. Which for some is amazing (hence the growing number of home educators). If home education isn’t right for you then you will have to reapply to school and there’s no guarantee of getting the same school. 

For those who are saying they haven’t coped with the education element through lockdown, please remember that lockdown isolation schooling is a million miles away from home education. Even home educators have struggled through lockdown. 
During ‘normal’ times there’s lots of social groups and events to go to, museums, parks, beaches, sporting etc but no one has had access to those. There’s also no set work from school when you’re electively home educating. 

Home education has no rules except the education has to be suitable to the child’s age, ability and aptitude. There’s no set curriculums, school times or lessons. Many choose to unschool, or an autonomous route, some do choose a structured route and pay for a curriculum. 

Ps if you deregister then you’re not home schooling, it’s called home education 🙂",,,,-19.25
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:35:11 EDT,2020-08-31,18:35:11,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159591482536789,"Is anyone looking for natural approaches for cancer? My friend is organising this online event which is all about integrating lifestyle and complementary approaches with conventional treatment. Some amazing speakers - oncologists, naturopaths and best-selling authors sharing their experiences. I just thought some people on this group might be interested. www.YourLifeandCancer.com",https://www.facebook.com/photo.php?fbid=10157215533121360&set=gm.10159591482536789&type=3,,,,,,,,-25.67
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:34:34 EDT,2020-08-31,18:34:34,Link,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159586792971789,,https://www.mothersforsafetech.co.uk/,,,This is a re-share of a post,"Sally Beare and Oliver Perceval🙏
PARENTS! This is our new website. Please use the resources to share with others and PLEASE use the letter for schools in the UK which contains comprehensive expert information and news of actions around the world to ban the powerful, industrial-strength Wi-Fi most schools use and switch back to wired internet.
The aim is to send this to as many schools as possible in the hope that, eventually, they will influence each other. WiFi causes neurological damage and reduces cognition and memory, so it is insane that wireless is used in places of education.
The more people who do this, the better - at the moment most teachers and parents are complacent, partly because they see others being so and think 'it must be all right.' It's not. We need to act to safeguard our children, for their futures, because at the moment, nobody else is.",,,,-60
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:33:18 EDT,2020-08-31,18:33:18,Status,1,0,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159593137711789,Does anyone have a link for that recent court case where pharma couldn’t disprove a link between vaccines and autism? Thanks,,,,,,,,,-58
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:31:50 EDT,2020-08-31,18:31:50,Status,52,1,50,0,0,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159594182416789,"Hi all, wonder if you can give some advice. I have a daughter that doesn’t respond to calpol with fever so we have had to give ibuprofen. I’m not a fan of either, I’ll always try cold flannel, no covers etc when the fever is there but sometimes it’s not always possible to control sitthiut conventional western medicine. Do any of you have any recomendable remedies please? Thanks",,,,,,,,,-1.12
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 18:31:25 EDT,2020-08-31,18:31:25,Native Video,0,0,0,0,0,0,0,0,0,0,share,-,0,0,0,08:00:00,https://www.facebook.com/groups/643541389464960/permalink/948464788972617,,,,,,,,,,-38
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:31:22 EDT,2020-08-31,18:31:22,Status,21,7,12,1,0,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159594227386789,Is anyone else concerned about use of disinfectant products in schools? My son is starting reception next week and I have found out that they use zoflora. As someone who is personally very sensitive to cleaning chemicals I'm not so keen in him being exposed to this daily.,,,,,,,,,-2.76
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 18:31:04 EDT,2020-08-31,18:31:04,Status,10,3,7,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159594245496789,"My child is 6, I would link some links to cartoons, videos, stories on why we don't vaccinate, not vaccinating etc Many thanks Xx",,,,,,,,,-5.8
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 18:29:20 EDT,2020-08-31,18:29:20,Photo,11,4,0,2,3,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948463532306076,,https://www.facebook.com/trumplandside2020/photos/a.1454781321224637/3218360191533399/?type=3,,"*News reporter: Can you tell America why the Amish haven't been affected by coronavirus""? *Amish gentleman: ""Because we don't have television",Trump Landslide 2020,,,,,-2.09
New Yorkers for Medical Freedom and Parental Rights,,1218342048354149,none,,,2020-01-05 23:47:04 EST,1894,N/A,2020-08-31 18:20:40 EDT,2020-08-31,18:20:40,Photo,30,23,5,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1218342048354149/permalink/1522626651259019,,,,,,,,,,1.58
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 17:41:10 EDT,2020-08-31,17:41:10,Native Video,3,2,1,0,0,0,0,0,0,0,share,-,0,25627,0,00:07:51,https://www.facebook.com/groups/643541389464960/permalink/948442125641550,,,,,,,,,,-6.33
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 17:23:39 EDT,2020-08-31,17:23:39,Native Video,0,0,0,0,0,0,0,0,0,0,share,-,0,122119,0,00:01:30,https://www.facebook.com/groups/643541389464960/permalink/948433455642417,https://m.facebook.com/story.php?story_fbid=4890483570977333&id=100000472153268?sfnsn=mo&extid=ouXVc4tgOp2XUQaW&d=n&vh=e,,,,,,,,,-38
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 17:16:46 EDT,2020-08-31,17:16:46,Link,11,3,0,6,0,0,0,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948430578976038,,https://www.skynews.com.au/details/_6186007267001,,,Queensland officials are 'playing politics with people's health and it's beyond low' | Sky News Australia,"Liberal Senator James McGrath says Queensland's Premier Annastacia Palaszczuk and Health Minister Steven Miles are playing politics with people’s health and it’s “beyond low”. “I don’t know what’s happening to Queensland,” Mr McGrath told Sky News host Paul Murray. “I don’t know ...",,,,-1.91
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 17:05:20 EDT,2020-08-31,17:05:20,Photo,6,3,0,2,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948425788976517,,,,,,,,,,-3.83
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 17:04:45 EDT,2020-08-31,17:04:45,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948425178976578,,,,,,,,,,-46
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40408,N/A,2020-08-31 16:45:31 EDT,2020-08-31,16:45:31,Status,4,0,4,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159594200291789,"Silver instead of sanitiser? Is there any other recommendations, anything that moisturises their hands? I dint want to comply to these silly rules but middle child wants to go to school so would like to send a replacement.",,,,,,,,,-14.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 16:33:39 EDT,2020-08-31,16:33:39,YouTube,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948411822311247,,https://www.youtube.com/watch?v=bsKEQmcJSKM&feature=share,,,Disturbing Things For Children,SUPPORT & EMAIL * PATREON: https://www.patreon.com/alicemasci * PAYPAL & EMAIL: alicemasci@gmail.com * TWITTER: AliceDowntheRabbitHole@AliceMasci MY VIDEO CH...,,,,-19
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 16:19:06 EDT,2020-08-31,16:19:06,YouTube,2,2,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948405422311887,,https://www.youtube.com/watch?v=pj6B1BFUC7Y&feature=share,,,Isaac Kappy Speaks To Jim Carey,Music is Farewell Whitesand https://youtu.be/1zUpHIkc6Qw Isaac Kappy https://youtu.be/aiiUJawHKTQ List: https://conspiracydailyupdate.com/2020/06/14/indictme...,,,,-9.5
wake up Australia,,643541389464960,none,,,2020-08-10 19:58:47 EDT,1811,N/A,2020-08-31 15:25:31 EDT,2020-08-31,15:25:31,Status,1,0,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/643541389464960/permalink/948377058981390,Thanks very much for accepting me as afriend,,,,,,,,,-21
"Arnica - Parents' Support Network, Promoting Natural Immunity",,98258276788,none,,,2017-10-25 05:23:53 EDT,40070,N/A,2020-08-31 14:34:44 EDT,2020-08-31,14:34:44,Status,6,0,6,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/98258276788/permalink/10159593948261789,"What can I give to my 8 month old for mild cold symptoms? Im assuming he has a sore throat because i do and he's been grumpy all day, also has a very snotty nose . I normally start taking extra vit C, elderberry syrup and echinacea but don't know what he can have, the syrup has honey in it. It's the first time he's been poorly and don't feel prepared at all... We don't do calpol etc",,,,,,,,,-9.67
