Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 16:00:44 EDT,2020-10-31,16:00:44,Link,16,12,0,4,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3581711011871632,,https://www.stevenaitchison.co.uk/guardian-angel-2/?c=HHL,,,Who Is Your Guardian Angel?,"For sure we can think about one moment when things were solved as by divine intervention. So, take this quiz and find out who is your guardian angel!",,,,-9.62
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,127335,139717,2020-10-31 16:00:01 EDT,2020-10-31,16:00:01,Photo,426,258,20,108,38,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2779557525624984,"Attention, New York area advocates: Come to Albany next Saturday, November 7, and stand up for medical freedom. Just say NO to medical mandates and coercion!",https://www.facebook.com/ChildrensHealthDefense/photos/a.1806802292900517/2779554148958655/?type=3,,"SAY NO MANDATORY COVID-19! SATURDAY, NOVEMBER 7TH ALBANY, NY Stand up for medical freedom Say no to medical mandates and coercion! Larry Olszewsçki, Victoria FimhurstHespital Alexander PhD Covid- Whistleblowerr Holistic Pediatrican Researcher, Novelist Rita Palma Choice Mary Holland, Esq. Civil Rights Attorney Gilmore Autism Action Network Brookejordan Brooke, Religious Activist Castronuova Liberate Alison McDowell Ayla Wolf Elizabeth Glass Jennifer Zethner NYS Senate Certified Independent Candidate SD27 Nurse Practioner Researcher 9am: Meet for Peaceful Protest at Elk Street, Albany, NY 10:00am: March to undisclosed location near Capital 11:00am: Rally with Speakers 12:00: Picnic at Elk Street once rally commences Freedom",,,,,,1.26
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 15:50:24 EDT,2020-10-31,15:50:24,Photo,98,66,5,3,23,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2116205948514978,We will be going LIVE tomorrow at 1pm EST!!! This is our FIRST live and we are so excited! We will be discussing our New skin care line and showing you how to use some of the products. So grab a snack and come join us for some fun! See you there 🤗,https://www.facebook.com/earthley/photos/a.749202208548699/2116205948514978/?type=3,,WE WILL BE GOING LIVE TOMORROW 1 PM EST Earthley well ess- ness,Timeline Photos,,,,,-7.08
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 15:01:53 EDT,2020-10-31,15:01:53,Photo,951,293,7,283,11,1,354,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3603809222995144,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3603809222995144/?type=3,,"Anyone else feel like Halloween is unnecessary this year? I've been wearing a mask and eating candy for 7 months now, I don't think I need a day dedicated to it anymore....",Timeline Photos,,,,,-1.35
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 13:55:14 EDT,2020-10-31,13:55:14,Photo,"2,034",1254,167,265,261,0,1,75,7,4,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2116114451857461,We will NEVER accept this as normal.,https://www.facebook.com/earthley/photos/a.749202208548699/2116114451857461/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fearthley%2Fphotos%2Fa.749202208548699%2F2116114451857461%2F%3Ftype%3D3,What's considered 'NORMAL 2020 in -Wearing a mask visiting Novstgfamily/friends family -Virtue signalling -Social distancing -Following orders -Fear mongering -Defending communistic policies -Destroyed relationships -Treating healthy people as sickly -Having a holier-than-thou attitude and judging anyone who thinks or does differently (AKA bullying) Earthley ellness- -wellness,Timeline Photos,,,,,2.93
Melissa Malinowski Naturopath Practitioner,IntegrativeNutritionalTherapies,276177918209,HEALTH & WELLNESS WEBSITE,US,"Melissa Malinowski focuses on intentional living and creating a healthy home. She implements bioscan assessments across the US to uncover fundamental root imbalances for people & pets, to help them live their best lives.",2020-01-30 20:57:48 EST,6123,6420,2020-10-31 13:27:43 EDT,2020-10-31,13:27:43,Photo,17,11,0,2,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/IntegrativeNutritionalTherapies/posts/10158889201313210,"⏰ Don't forget! Daylight Saving Time officially ends this Sunday at 2 a.m., we fall back with time one hour. Changing the clocks does not create extra daylight but instead shifts the time of sunrise and sunsets. This time change can cause disruptions to our body clock, otherwise known as the circadian rhythm. And many of us feel it. Losing an hour of afternoon daylight after setting the clocks back to standard time can trigger mental illness, including bipolar disorder, anxieties and seasonal affective disorder (SAD), also known as winter depression. Speaking of daylight, the emotional connection and supporting our circadian rhythm, have you ever heard of heat and light therapy? ☀️ While it's been used for decades for concerns like depression, anxiety and seasonal affective disorder, science is now seeing how important light exposure is for our overall health and well-being. Sauna therapy is an ancient method of balancing those rhythms, detoxifying and healing the body, mind, and spirit. In studies, heat and color therapy help with: ✔️Huge stress fighters and help with anti-aging ✔️Boosts mitochondria function and ENERGY ✔️Supports healthy hormonal output ✔️Reduces inflammatory responses in the body ✔️Helps improve sleep ✔️Aids in skin healing and regeneration ✔️Improves mood and mental focus ✔️ Due to chronic stress, many of us are stuck in the sympathetic or “fight or flight”. Saunas encourage our bodies to go into the parasympathetic state, which allows us to digest, rest and heal. ✔️ Saunas can help with weight loss and cellulite. A study involving a group of women riding stationary bicycles demonstrated a 444% increase in weight loss for the group exposed to near infrared light when compared to the exercise only group. ✔️ When we repair both the DNA architecture and the gene transcription systems, we are restoring the optimal epigenetic state of the cell. ✔️ A huge landmark study found that the more men used a sauna, the lower the risk for sudden cardiac arrest, fatal cardiovascular disease, fatal coronary heart disease and all-caused mortality. *Basically, the more you sauna, the lower your risk is for premature death. Sauna therapy will upgrade just about anything that you do to improve your life and health. And if you sauna right after a workout or anything cardio, it will help build red blood cells. RBC's carry oxygen from the lungs to the body tissues and carbon dioxide as a waste product, away from the tissues and back to the lungs. So, if you're not yet on the sauna bandwagon, they truly change your life, I can strongly attest to that. I did my full research and due diligence on them for years before making this investment. The Heal with Heat SANCTUARY sauna (three) is the one I personally have and use. Each of their saunas comes with infrared heaters on all 4 walls, under-bench, and under-floor heaters. a Bluetooth sound system with Nakamichi speakers and Chromotherapy lighting (12 lights for healing) – all at no additional charge. I do have a $500 off discount code for anyone who is interested. Read the science backed benefits of light and heat therapy to empower yourself here ➜ http://www.integrativenutritionaltherapies.com/sauna-benefits/ It's an incredible self-care therapy for emotional and physical support, especially for aches & pains, anxiety and depression and toxin over load. Do you use heat or light therapy?",https://www.facebook.com/IntegrativeNutritionalTherapies/photos/a.279265483209/10158889200633210/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FIntegrativeNutritionalTherapies%2Fphotos%2Fa.279265483209%2F10158889200633210%2F%3Ftype%3D3,,,,,,,-4.88
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 13:02:18 EDT,2020-10-31,13:02:18,Photo,307,212,4,57,32,0,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3603568626352537,Fact.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/3061587827229736/?type=3,,You have two homes + Earth Your Body Take care of them. Juicing Vegetables,Juicing Vegetables,🌎,,,,-4.17
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 12:00:05 EDT,2020-10-31,12:00:05,Link,40,24,1,13,1,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3598991710143562,We are all being lied to!,http://www.healthy-holistic-living.com/heart-surgeon-speaks-true-cause-heart-disease/?utm_source=HHL,,,Heart Surgeon Speaks Out About the True Cause of Heart Disease,We are all being lied to about heart health.These are the words from a heart surgeon as he speaks out on the true cause of heart disease.,,,,-3.85
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 11:04:31 EDT,2020-10-31,11:04:31,Photo,840,189,101,64,1,278,1,24,180,2,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2115931768542396,"We've been discussing the censorship a lot on our page and this screenshot is the perfect example as to why! Someone tried sharing our post about tinctures. This post was just information on what a tincture is and its uses. That's it. And they say it's goes against their Community Standards and is considered SPAM. Are you kidding?! If you don't believe that there's an agenda here by now, you need to open your eyes! They are making it blatantly obvious!",https://www.facebook.com/earthley/photos/a.749202208548699/2115931768542396/?type=3,,,Timeline Photos,,,,,1.21
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 11:01:08 EDT,2020-10-31,11:01:08,Link,44,26,0,16,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3603301656379234,Are Your Magnesium Levels Up to Par?,http://ed.gr/cpxxv,https://www.mykoreessentials.com/blog/6-simple-ways-to-tell-if-you-re-deficient-in-magnesium-and-9-foods-you-need-to-eat.html?utm_source=Facebook&utm_medium=Social&utm_campaign=Blog,,6 simple ways to tell if you’re deficient in magnesium (and 9 foods you need to eat!),"Magnesium is the fourth most abundant mineral in your body. If you don’t have enough of it, your body simply cannot function at its best. Insufficient cellular magnesium levels set the stage for deterioration of proper metabolic function that typically snowballs into more significant health proble...",,,,-3.5
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 10:00:00 EDT,2020-10-31,10:00:00,Photo,"1,581",245,296,527,32,90,380,7,4,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3598455223530544,Okay but I kinda love them.,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3598450696864330/?type=3,,,,,,,,1.23
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 09:00:41 EDT,2020-10-31,09:00:41,Link,173,89,10,16,9,47,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3598990516810348,Wow! Eight-year-old Saga Vanecek found a pre-Viking-era relic while playing in a lake in Sweden.,https://www.healthy-holistic-living.com/girl-8-pulls-a-1500-year-old-sword-from-a-lake-in-sweden/?utm_source=HHL,,,"Girl, 8, Pulls A 1,500-year-old Sword From A Lake In Sweden","What’s the most exciting thing you’ve found while swimming? Chances are, it wasn’t a sword.",,,,1.12
1986: The Act,1986theact,109141140551945,INTEREST,US,An important film about the truth behind the1986 National Childhood Vaccine Injury Compensation program and vaccine makers who have immunity from prosecution.,2020-11-13 05:23:16 EST,N/A,N/A,2020-10-31 08:58:49 EDT,2020-10-31,08:58:49,Link,"1,590",858,65,490,151,17,1,2,0,6,,-,0,0,0,N/A,https://www.facebook.com/1986theact/posts/221476275985097,"You shouldn’t need to make something that works mandatory, period.",https://deeprootsathome.com/22000-us-nurses-refuse-flu-vaccines-at-expense-of-career/,,,"22,000 US Nurses Refuse Flu Vaccines At Expense Of Career","Studies show that flu vaccines do not offer any extra protection for hospital patients, yet hospitals coerce and shame nurses into accepting the vaccine.",,,,5.93
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,54113,56393,2020-10-31 08:01:07 EDT,2020-10-31,08:01:07,Photo,193,111,30,11,40,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2115773791891527,"Ever heard of a Prebiotic Mask? This mask will feed your skin's microbiome and take care of the natural bacteria you need for optimal skin health. Not only that but it will tone your skin, and leave it soft and glowing! This product can be found in a glass container because at Earthley we believe in limiting toxins while still keeping costs LOW. 😍 Every product at Earthley is made by hand. A lot of love and care goes into the production of our products and we only use the highest quality ingredients! For a limited time you can save 20% on this and our other NEW skincare products!",https://www.facebook.com/earthley/photos/a.749202208548699/2115773791891527/?type=3,,"Prebiotic Mask White Kaolin Clay Organic Calendula Flower Powder Organic Orange Peel Powder Organic Burdock Root Powder Foadorr PREBIOTIC MASK Eaitlley weliness- 1.5 Infused with burdock root to feed the good bacteria in your skin. Orange peel helps fight acne and oiliness and also brightens the skin. calendula is added to soothe redness and irritation. Lastly, kaolin clay natural detoxifier and helps to reduce inflammation!",Timeline Photos,,,,,-3.6
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 08:00:06 EDT,2020-10-31,08:00:06,Link,124,88,5,18,13,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3598989656810434,🌧 ☕️ 👏🏻,https://www.healthy-holistic-living.com/the-smell-of-the-rain-reduces-stress-and-7-other-benefits-of-walking-in-the-rain/?utm_source=HHL,,,The Smell Of The Rain Reduces Stress And 7 Other Benefits Of Walking In The Rain,"Not only does smelling rain reduce stress, it has added benefits such as reducing air pollution.",,,,-1.24
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 07:00:54 EDT,2020-10-31,07:00:54,Link,377,33,23,12,5,1,0,260,0,43,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3602784683097598,DeOndra Dixon was a global ambassador to the Global Down Syndrome Foundation.,https://ed.gr/cyjrv,https://themighty.com/2020/10/deondra-dixon-down-syndrome-death/?utm_source=media_partner&utm_medium=facebook&utm_campaign=HealthyHolisticLiving,,Jamie Foxx's Sister With Down Syndrome Dies at 36,DeOndra Dixon was a global ambassador to the Global Down Syndrome Foundation.,,,,2.45
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 06:00:38 EDT,2020-10-31,06:00:38,Link,163,91,20,9,24,0,0,2,2,15,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3598988750143858,The father of the 9-year-old girl seen screaming for help in a viral video finally wins custody of his daughter.,https://www.healthy-holistic-living.com/father-wins-full-custody-of-his-9-year-old-daughter-who-sparked-standwithsophie-campaign/?utm_source=HHL,,,Father Wins Full Custody of His 9-Year-Old Daughter Who Sparked Standwithsophie Campaign,"Sophie was a healthy, happy child until her father began noticing a change in her behavior.",,,,1.06
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 05:00:00 EDT,2020-10-31,05:00:00,Photo,665,360,25,118,30,0,131,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3491795060863228,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3491794594196608/?type=3,,I like to smile at peoples who don't like me. holistic living,,,,,,-1.93
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 04:10:22 EDT,2020-10-31,04:10:22,Status,64,29,26,3,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3602489816460418,Question of the day: Do you garden? If not do you have an interest in learning?,,,,,,,,,-1.31
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 03:00:24 EDT,2020-10-31,03:00:24,Photo,"2,025",1248,31,442,282,2,0,0,0,20,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3602377249805008,To believe and move forward.,https://www.facebook.com/AskDrNandi/photos/a.312022975485597/3639442026076992/?type=3,,Don't use your energy to worry Use your energy to believe. DR.NANDI SKDRNANDI.COM h,"Partha Nandi, MD",Don’t use your energy to worry. Use your energy to believe.,,,,1.58
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1908454,1876531,2020-10-31 02:00:15 EDT,2020-10-31,02:00:15,Photo,121,81,2,27,11,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3602279166481483,Current events.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/3061075690614283/?type=3,,From the bitterness of disease man learns the sweetness of health. -CATALAN PROVERB #JuicingVegetables,Juicing Vegetables,The sweetness of health ✨,,,,-10.59
