Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
1986: The Act,1986theact,109141140551945,INTEREST,US,An important film about the truth behind the1986 National Childhood Vaccine Injury Compensation program and vaccine makers who have immunity from prosecution.,2020-11-13 05:23:16 EST,N/A,N/A,2020-08-31 16:09:35 EDT,2020-08-31,16:09:35,Native Video,"2,476",909,112,1168,258,20,0,2,2,5,owned,Yes,12204,38354,0,00:08:33,https://www.facebook.com/1986theact/posts/3887550954591919,New CDC data. History repeating itself?,https://www.facebook.com/1986theact/videos/3887550954591919/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2F1986theact%2Fvideos%2F3887550954591919%2F,,,,,,,10.81
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 16:00:07 EDT,2020-08-31,16:00:07,Link,688,52,14,92,1,10,0,339,179,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3392700614106007,The use of pesticides needs to be stopped all together!!,https://www.healthy-holistic-living.com/dead-bird-nests-contain-36-different-pesticides-including-ddt/?utm_source=HHL,,,"Dead Bird Nests Contain 36 Different Pesticides, Including DDT","In 2018, concerned Belgian citizens alerted local ecological organizations about the growing number of dead baby birds they were noticing in their communities.",,,,4.12
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,121800,133772,2020-08-31 15:54:07 EDT,2020-08-31,15:54:07,Link,177,106,7,26,36,1,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2725912190989518,"How practical, efficient, sustainable and wise are Smart Cities in practice? Living in a ""Smart"" City means everything uses data, camera and sensors to report and monitor every action within it to help foster “surveillance capitalism.” This article showcases how the tried and true practices of integrating nature, animals and beauty back into our cities can help clean up what has been neglected. The wise approach, unlike the Smart City approach, is weaving back ancient techniques with conservation, free exercise, clean water and “ecological rewilding” to reshape the cities of our future. Once humans and nature are able to reconnect closer together, we will all benefit by finding a stronger balance with our technology where it actually makes sense for the population, rather than following the modern narrative that a Smart City must equal progress.",https://getpocket.com/explore/item/the-case-for-making-low-tech-dumb-cities-instead-of-smart-ones?utm_source=pocket-newtab,,,The Case for Making Low-Tech ‘Dumb’ Cities Instead of ‘Smart’ Ones,High-tech smart cities promise efficiency by monitoring everything from bins to bridges. But what if we ditched the data and embraced ancient technology instead?,,,,-1.64
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,44711,46687,2020-08-31 15:15:12 EDT,2020-08-31,15:15:12,Photo,262,152,25,56,24,0,1,0,0,4,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2037227396412834,"#DidYouKnow that sleep is just as important as diet and exercise to your child's overall health? And actually, as your child grows their average need for number of hours of sleep decreases as follows: 🌙🌟Newborns (0-3 months): Need 14-17 Hours 🌙🌟Infants (4-11 months): Need 12-15 Hours 🌙🌟Toddlers (1-2 years): Need 11-14 Hours 🌙🌟Preschoolers (3-5 years): Need 10-13 Hours 🌙🌟School-Age (6-13 years): Need 9-11 Hours 🌙🌟Teenagers (14-17 years): Need 8-10 Hours Is your child getting enough sleep based on their age?",https://www.facebook.com/earthley/photos/a.749202208548699/2037227396412834/?type=3,,Earthley wellness DID YOU KNOW?,Timeline Photos,,,,,-2.6
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 15:00:44 EDT,2020-08-31,15:00:44,Photo,"3,499",596,32,1859,18,6,964,23,1,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3403587483017320,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3403587483017320/?type=3,,Pulling into February Pulling into August,Timeline Photos,,,,,2.35
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 14:00:31 EDT,2020-08-31,14:00:31,Link,231,126,5,17,63,1,0,0,0,19,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3392699327439469,"Staff at Bristol Zoo said they arrived at work ""to find a brand new baby in the house""",https://www.healthy-holistic-living.com/baby-gorilla-born-at-bristol-zoo/?utm_source=HHL,,,Baby Gorilla Born At Bristol Zoo,"“We are all thrilled. There is something very special about seeing a new-born baby gorilla, they are such an iconic and charismatic species.”",,,,1.38
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,121800,133772,2020-08-31 13:36:32 EDT,2020-08-31,13:36:32,Live Video Complete,753,216,176,185,167,1,2,0,0,6,owned,Yes,4781,7624,0,01:16:26,https://www.facebook.com/ChildrensHealthDefense/posts/1704745246349119,,https://www.facebook.com/ChildrensHealthDefense/videos/1704745246349119/,,,Live from Newark,,,,,-1.06
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 13:01:14 EDT,2020-08-31,13:01:14,Photo,762,457,6,190,104,1,0,0,0,4,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3403302246379177,What makes you come alive?,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2737050486350140/?type=3,,"Don't ask yourself what the world needs, ask yourself what makes you come alive. And then go and do that. Because what the world needs is people who have come alive HOWARD THURMAN #JuicingVegetables",Juicing Vegetables,The world needs you. 🌝,,,,-1.95
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,121800,133772,2020-08-31 12:48:01 EDT,2020-08-31,12:48:01,Link,605,62,55,255,0,76,1,13,143,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2725779394336131,"Here's more science fiction becoming reality, courtesy of the Department of Defense and Bill Gates. From the article: A permanent chip made of an advanced material called hydrogel irreversibly ties humans to the Internet ""cloud."" The chip, about the size of a grain of rice, provides feedback to a database on changes in body chemistry and other biometrics. The company says technology will be used to detect COVID in the general population, before symptoms show.",https://steemit.com/covid/@munkle/permanent-injectable-biochip-covid-sensors-near-fda-approval,,,"FDA Nears Approval of Injectable Biochip Implants for COVID Detection, Linked to Computers — Steemit","Backed by funding from Defense Department, and Bill Gates The Department of Defense, and the Bill and Melinda… by munkle",,,,2.08
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,44711,46687,2020-08-31 12:10:15 EDT,2020-08-31,12:10:15,Photo,223,136,10,47,30,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2037076496427924,Do you get enough Vitamin C?,https://www.facebook.com/earthley/photos/a.749202208548699/2037076496427924/?type=3,,"The Benefits of Vitamin c 1. Boosts immune health 2. Promotes a healthy mouth 3. Creates healthy, glowing skin 4. Promotes heart health 5. Powerful antioxidant Earthley -wellness- 6. Supports natural detox",Timeline Photos,,,,,-3.06
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 12:00:03 EDT,2020-08-31,12:00:03,Link,388,109,9,234,18,15,0,0,0,3,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3392698207439581,LEMON MERINGUE PIE CUPCAKES (Yumm!) - Don't LOSE it,https://www.healthy-holistic-living.com/lemon-meringue-cupcakes/?utm_source=HHL&utm_medium=PP,,,Lemon Meringue Cupcakes · Cook Heavenly Recipes,"In the mood for something lemony and delicious? Give these Lemon Meringue Cupcakes a try! Just like teeny tiny lemon meringue pies, you'll be hooked.",,,,2.32
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,121800,133772,2020-08-31 11:00:53 EDT,2020-08-31,11:00:53,YouTube,445,271,11,72,87,1,0,0,0,3,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2725700287677375,"Here's an awesome version of RFK, Jr.'s speech in Berlin on Saturday. An alternative Italian news outlet used just Mr. Kennedy's words and added Italian subtitles. It already has over 233,000 views. Please send far and wide!",https://www.youtube.com/watch?v=PIh4-sbCfR0,,,"IL DISCORSO DI KENNEDY A BERLINO, CHE GIORNALI E TV NON VI HANNO FATTO VEDERE #Byoblu24",La trascrizione e traduzione integrale del discorso di Kennedy si può leggere qui: https://go.byoblu.com/KennedyBerlino:=:https://www.byoblu.com/2020/08/30/il-discorso-di-kennedy-a-berlino-che-giornali-e-tv-non-vi-hanno-fatto-vedere/ --- ➡️ Aiutaci ad andare sul digitale...,,,,-1.13
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 11:00:18 EDT,2020-08-31,11:00:18,Photo,51,21,3,23,3,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3403006433075425,Make these right now!!!,https://www.facebook.com/myKoreEssentials/photos/a.594781367563105/1199027193805183/?type=3,,,MyKore Essentials,"#INGREDIENTS:
1 avocado
1 cup cooked #sweetpotato purée
½ cup applesauce
¼–½ cup #honey
1 teaspoon vanilla extract
4 eggs
¼ cup #coconut flour
2 tablespoons arrowroot powder
½ cup cacao powder
½ teaspoon sea salt
1 teaspoon baking soda

For the frosting:
¼ cup honey
½ cup sprouted #almond butter
¼ cup cacao powder
½ cup coconut milk
sea salt

#DIRECTIONS:
Preheat your oven to 375 degrees Fahrenheit.
Prepare an 8x8 baking pan by greasing it with coconut oil and lining with parchment paper.
Use a mixer to combine the avocado, sweet potato, applesauce, honey and vanilla in a medium bowl. Once creamy, add the cacao powder.
Slowly add the eggs one at a time.
Combine the coconut flour, arrowroot flour, salt and baking soda in a separate bowl.
Next, combine both mixtures until smooth.
Transfer to the batter to the greased pan. Bake for 25–35 minutes.
While baking, combine the frosting ingredients in a bowl. Mix until creamy and smooth.
When the brownies are done, allow them to cool completely before frosting.
Enjoy!
.
Get more magnesium here:https://bit.ly/2YG5oMX:=:http://here:https://bit.ly/2YG5oMX",,,,-29.16
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 09:00:32 EDT,2020-08-31,09:00:32,Link,61,41,0,18,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3392697084106360,We are all being lied to!,https://www.healthy-holistic-living.com/fasting-two-days-regenerate-immune-system-according-research/?utm_source=HHL,,,How Safely Fasting Might Help Support Your Health,"Fasting two days, three days, or even four, has an effect on the body.",,,,-2.74
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,121800,133772,2020-08-31 08:21:08 EDT,2020-08-31,08:21:08,Link,535,378,9,65,74,0,0,0,0,9,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2725573501023387,Thank you to the parents and health freedom advocates who braved soaring temperatures in Boston yesterday to tell the Massachusetts governor they will not comply with mandated flu shots for children. We hope you enjoy these beautiful images as much as we do!,https://www.boston.com/news/politics/2020/08/30/photos-activists-take-shots-at-gov-baker-at-rally-to-protest-mandatory-flu-vaccine,,,PHOTOS: Activists take shots at Gov. Baker at rally to protest mandatory flu vaccine,"""Parents Call The Shots,"" the crowd's signs declared.",,,,1.84
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,44711,46687,2020-08-31 08:05:05 EDT,2020-08-31,08:05:05,Photo,125,78,20,8,17,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2036870219781885,Meet: Vitamin D Cream. Did you know that vitamin D is absorbed up to 8x better topically? It's true! Our bodies were meant to get it through our skin (like we do from the sun). We combine natural cod liver oil (vitamin A and D) with avocado oil (vitamin E) and emu oil (vitamin K2) to provide a range of key fat-soluble vitamins. Easy to use and great for all ages! Grab it for 10% off with the purchase of our organic multivitamins (which are also on sale)😊 Check it out - https://www.earthley.com/product/nourish-naturally-sale/,https://www.facebook.com/earthley/photos/a.749202208548699/2036870219781885/?type=3,,,Timeline Photos,,,,,-5.46
Melissa Malinowski Naturopath Practitioner,IntegrativeNutritionalTherapies,276177918209,HEALTH & WELLNESS WEBSITE,US,"Melissa Malinowski focuses on intentional living and creating a healthy home. She implements bioscan assessments across the US to uncover fundamental root imbalances for people & pets, to help them live their best lives.",2020-01-30 20:57:48 EST,5873,6312,2020-08-31 07:51:35 EDT,2020-08-31,07:51:35,Photo,116,47,5,49,1,8,0,2,4,0,,-,0,0,0,N/A,https://www.facebook.com/IntegrativeNutritionalTherapies/posts/10158721552113210,"SHOCK REPORT: This Week CDC Quietly Updated COVID-19 Numbers – *Only 9,210 Americans Died From COVID-19 Alone – Rest Had Different *Other Serious Illnesses So let’s get this straight – based on the recommendation of doctors Fauci and Birx the US shut down and destroyed the entire economy and created massive destruction on many other levels based on 9,000 American deaths due entirely to the China coronavirus. + Why no megaphone announcements from every single news media in America + Where is the apology (as lame as it would be) + Who is STILL wearing an oxygen deprivation mask and why We’re in an ""alleged"" national state of emergency (PLANdemic) because a little over 9,000 people died from a virus (and it's never the germ it's the host). I get that mistakes are made BUT this was no accident. This was and is one giant power grab to get people under “control”. Did you pass the test with flying colors? What do you think the governments next move will be? Will anyone actually roll up their sleeve for the needle? . . . if you're #badatMath 　 153,504 x 6% = 9210 deaths from COVID alone 9210 / 329,877,505 USA population = .000027=.0027% you have a 00.0027% chance of dying from COVID. a 99.9973% of NOT dying from COVID. Lottery chances at best. All this to destroy our country (and worldwide). . . Article ➜ https://www.thegatewaypundit.com/2020/08/shock-report-week-cdc-quietly-updated-covid-19-numbers-9210-americans-died-covid-19-alone-rest-serious-illnesses/",https://www.facebook.com/IntegrativeNutritionalTherapies/photos/a.279265483209/10158721543408210/?type=3,,"GATEWAY PUNDIT We reportt truth and leave the Russia-Collusion fairy tale the Conspiracy media SHOCK REPORT: This Week CDC Quietly Updated COVID-19 Numbers Only 9,210 Americans Died From COVID-19 Alone- Rest Had Different Other Serious Illnesses By Joe Hoft Published August 29, 2020 at 7:45pm 1257 Comments f Share (80k)",,,,,,1.25
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910053,1953021,2020-08-31 07:00:09 EDT,2020-08-31,07:00:09,Photo,490,299,26,90,25,1,41,6,1,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3402421049800630,No. Way.,https://www.facebook.com/completehealthandhappiness/photos/a.464680856982028/3158287644287989/?type=3,,There's no way I was born to just pay bills & die. healthy lwing holistic,Health and Happiness,,,,,-3.03
