Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Holistic Hilda,HolisticHilda,985921748210269,PODCAST,,Do you want to improve your health w/o fancy shakes or flashy programs? Holistic Hilda is an expert on ancestral health practices & she can show you how to nurture wellbeing the natural way.,2020-05-01 19:32:09 EDT,1426,1559,2020-09-30 17:25:20 EDT,2020-09-30,17:25:20,Photo,45,30,5,0,10,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/HolisticHilda/posts/1995968140538953,"I have met the most AMAZING 💫 people through the Wise Traditions podcast! 🎙 And I’ve learned a TON along the way about health, health freedom...& podcasting too! 😁 On this International Podcast Day, I have 3️⃣questions for you. 1️⃣ Do you listen to Wise Traditions? 🎧 2️⃣ Any guest suggestions for the show? Always on the lookout for recommendations! ☺️ 3️⃣ Last but not least, do you want to start your own podcast? 🎙 Hit me up, if so! ☺️I’m a podcast coach! Go to my website (link in bio) & fill out the brief form on the services page. I’ll give you a free 10-min consult to get you started making your podcast dream a reality! 💥 Thx, friends! And happy International Podcast Day! PS Thanks to Del Bigtree for taking time to talk with me recently! 🤯 Will post our convo on the podcast & a separate one on my YouTube channel (link in bio too). 🎥 📷 cred @taniateschke",https://www.facebook.com/HolisticHilda/photos/a.996168577185586/1995968093872291/?type=3,,,Photos from Holistic Hilda's post,,,,,1.32
Circleofmamas,circleofmamas,1855831771359080,HEALTH & WELLNESS WEBSITE,US,"Our mission is to spread awareness of Vaccine Injuries. 

",2020-10-30 19:11:58 EDT,N/A,N/A,2020-09-30 17:18:27 EDT,2020-09-30,17:18:27,Photo,29,19,0,8,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/circleofmamas/posts/2727001040908811,"Post: Breastfeeding Exclusively Reduces Autism Risk Significantly “The idea of ‘preventing’ or ‘avoiding’ Autism gets parents all up in arms. It’s an uncomfortable topic, and many parents feel guilt or shame for their child’s condition. Many parents argue that Autism is primarily genetic and unavoidable, case closed. If you bring up vaccines, good luck. However, we have data that shows that breastfeeding exclusively for more than 6 months reduces your child’s risk of Autism by 2.5 times. The study found that infant formula without DHA increased one’s odds of ASD by 4.4 times over exclusive breastfeeding. When looking at regression only, it bumped up to more than 12 times the risk! Well, why is it so uncomfortable to shake the genetic narrative? The idea that breastfeeding exclusively, no formula supplementation, significantly reduces your child’s risk for autism shatters the idea that autism is solely caused in the womb. It destroys the narrative that autism is unavoidable. Every scientific study I come across acknowledges the contribution of the environment, specifically environmental toxins in the formation of autism. Why can’t we use this information to educate and support breastfeeding mothers? Breastmilk contains antioxidants like vitamin C and E and enzymes, including superoxide dismutase, catalase, and glutathione peroxidase. These are known to protect against the potentially-harmful effects of oxidative stress. Keep reading: https://circleofmamas.com/baby/breastfeeding-exclusively-reduces-autism-risk-significantly/ #autism #breastfeeding #breastmilk #dha #brain #inflammation #stemcells #glutathione #oxidativestress #heal #detox #adhd #autismawareness #regressiveautism #mildmoderatesevere #severeautism #severeautismawareness #autismspectrum #autismspectrumdisorder",https://www.facebook.com/circleofmamas/photos/a.2045619329046989/2727001017575480/?type=3,,Breastfeed that Baby cireleofmamas.com,,,,,,-2.59
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 17:00:01 EDT,2020-09-30,17:00:01,Photo,"1,234",626,24,299,25,3,253,1,0,3,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3421758464533555,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3421757564533645/?type=3,,First rule of 2021. Don't talk about 2020. holistic healthy liwing,,,,,,-1.08
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,50804,52974,2020-09-30 16:50:17 EDT,2020-09-30,16:50:17,Photo,493,201,124,45,123,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2068287623306811,Where are our baby-wearing mamas?! What's your favorite style of carrier?,https://www.facebook.com/earthley/photos/a.749202208548699/2068287623306811/?type=3,,The Benefits of Babyuwearing Hands-free time for mom Calmer baby who cries less Promotes bonding between mom and baby Easier to meet the needs of baby *and* older kids Good for baby's physical development Easy access to breastfeeding Deters strangers from touching baby Earthley wellness,Timeline Photos,,,,,-1.53
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,125094,137023,2020-09-30 16:13:55 EDT,2020-09-30,16:13:55,Photo,174,132,1,21,20,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2752155418365195,"Albany, Hudson Valley, Connecticut and Western Massachusetts health freedom advocates: Don't miss these great events Oct. 3 & 4! COLUMBIA VALLEY FREEDOM ALLIANCE PRESENTS THE MOST TALKED ABOUT DOCUMENTARY OF THE YEAR Saturday, Oct. 3, 7:00 PM Screening followed by Q & A Sunday, Oct. 4 Freedom Picnic 4-6 PM Music, Food, Dancing 7-9 PM: An Evening with David Martin Mettabee Farm, 551 Harlemvillle Rd., Hillsdale, NY Email: info@doweneedthis.org www.doweneedthis.org:=:https://www.doweneedthis.org/ Let's be the change we want to see!",https://www.facebook.com/ChildrensHealthDefense/photos/a.1806802292900517/2752150551699015/?type=3,,,,,,,,-2.07
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 16:00:43 EDT,2020-09-30,16:00:43,Link,25,20,0,4,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3485033638206037,,https://www.stevenaitchison.co.uk/this-abstract-image-test-will-reveal-your-true-self/?c=HHL,,,This Abstract Image Test Will Reveal Your True Self,Take This Abstract Image Test to Reveal Your True Self....,,,,-5.64
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,50804,52974,2020-09-30 15:24:33 EDT,2020-09-30,15:24:33,Status,681,164,501,1,2,1,1,10,1,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2068235043312069,Did you watch the debate last night? How do you feel about everything? (Are you ready to just move on already?!),,,,,,,,,-1.5
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 15:00:28 EDT,2020-09-30,15:00:28,Photo,"2,842",479,20,1754,12,14,558,3,0,2,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3501384049904329,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3501384049904329/?type=3,,RIGHT LANE ENDS LEFT LANE CLOSED T0 2020...in one pic,Timeline Photos,,,,,2.13
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,125094,137023,2020-09-30 14:36:48 EDT,2020-09-30,14:36:48,Link,250,110,9,73,1,12,0,20,24,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2752097275037676,"A new report in the Journal of Environmental and Public Health — “Sources and Toxicity of Mercury in the San Francisco Bay Area, Spanning California and Beyond” — evaluates published scientific literature on the environmental occurrence and biomagnification of mercury with an emphasis on the San Francisco Bay Area in California.",https://childrenshealthdefense.org/news/mercury-toxicity-highly-toxic-cumulative-and-still-in-vaccines/?itm_term=home,,,"Mercury Toxicity: Highly Toxic, Cumulative and Still in Vaccines • Children's Health Defense",A new report in the Journal of Environmental and Public Health — evaluates published scientific literature on the environmental occurrence and biomagnification of mercury with an emphasis on the San Francisco Bay Area in California.,,,,-1.55
1986: The Act,1986theact,109141140551945,INTEREST,US,An important film about the truth behind the1986 National Childhood Vaccine Injury Compensation program and vaccine makers who have immunity from prosecution.,2020-11-13 05:23:16 EST,N/A,N/A,2020-09-30 14:19:23 EDT,2020-09-30,14:19:23,Native Video,207,144,9,13,39,1,0,0,0,1,share,No,1275,123508,0,00:00:37,https://www.facebook.com/1986theact/posts/213662423433149,"History repeats itself in good ways too!! 😉 We’re coming back to the Marion Theatre in Ocala for an exclusive showing of 1986: The Act, followed by a live Q&A with Andy J. Wakefield and producer, Lori Martin Gregory. In 2016, VAXXED had one of its first showings at the Marion, and went on to become a global phenomenon. 👇👇👇👇 Reserve your spot now! https://www.reillyartscenter.com/events/1986-the-act/",https://www.facebook.com/themomstreetjournal/videos/1079494668777628/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fthemomstreetjournal%2Fvideos%2F1079494668777628%2F,,The Mom Street Journal,First showing of #VAXXED at the Silver Springs International Film Festival is SOLD OUT!!!! Thank you health freedom community#,,,,-1.11
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,50804,52974,2020-09-30 14:05:08 EDT,2020-09-30,14:05:08,Photo,64,14,50,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2068182806650626,Many people struggle with allergies! Some deal with them seasonally. Others deal with them all year round! What are some ways that you find relief?,https://www.facebook.com/earthley/photos/a.749202208548699/2068182806650626/?type=3,,How do you deal with allergies? Earthley wellness,Timeline Photos,,,,,-11.81
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 13:01:35 EDT,2020-09-30,13:01:35,Photo,476,298,11,117,43,0,0,0,0,7,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3501102309932503,Preach!,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/2435810563140802/?type=3,,,Juicing Vegetables,#selflove,,,,-2.8
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 12:00:08 EDT,2020-09-30,12:00:08,Link,54,28,2,10,13,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3495885033787564,It may take a while but what’s meant for you will not mistakenly be given to someone else. God doesn’t miss any targets.,https://www.healthy-holistic-living.com/it-may-take-a-while-but-whats-meant-for-you-will-always-find-its-way-to-you/?utm_source=HHL,,,It May Take A While But What’s Meant For You Will Always Find Its Way To You,Today taking an active part in guiding your spiritual health can give you faith in your own ability to lead your life with intention.,,,,-2.61
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,125094,137023,2020-09-30 11:30:38 EDT,2020-09-30,11:30:38,Link,417,144,23,120,4,35,0,85,5,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2751974305049973,"When the Army’s Health Promotion, Risk Reduction and Suicide Prevention Task Force studied cases of suicide, it found that most soldiers who had taken their own lives had deployed only once to Iraq, or not at all, and that deployment-related mental-health troubles didn’t necessarily correlate with suicides.",https://childrenshealthdefense.org/news/the-pharma-loaded-us-soldier-part-2-the-footprints-behind-the-military-suicide-epidemic-and-the-way-forward/?itm_term=home,,,"The Pharma Loaded U.S. Soldier, Part 2: The Footprints Behind the Military Suicide Epidemic, and The Way Forward • Children's Health Defense",Therapies for military personnel which have demonstrated 100% remission of PTSD symptoms with 10-12 weeks of sessions should be compared to a lifetime of prescription drug maintenance with at most a 60% remission,,,,1.08
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 11:00:16 EDT,2020-09-30,11:00:16,Photo,11,9,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3500731043302963,Avoid the flu!,https://www.facebook.com/myKoreEssentials/photos/a.594781367563105/1223036331404269/?type=3,,,MyKore Essentials,"The #flu is more common in the #wintertime, that pattern is quite clear. 

Two reasons:

The flu virus lives longer outside the #human body when the #environment is cold and dry. As #temperatures begin to dip in October, it has lots more time to hang around on surfaces and infect more people.
.
Because there’s no sun high in the #sky, people have lower levels of #vitaminD in the winter months.
.
.
Buy magnesium: https://bit.ly/3iPrRQY:=:https://www.mykoreessentials.com/VitaminCImmuneHealth.html?utm_source=FB",,,,-121.09
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,50804,52974,2020-09-30 10:19:53 EDT,2020-09-30,10:19:53,Photo,94,34,19,3,0,14,0,23,1,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2068005303335043,"We made this graphic a year ago, as a joke. If it's all about health, then we should be this intrusive, right? It's not a joke anymore. Kids are nearly doing these things -- and in some places, *worse* -- in schools. How very quickly things change....",https://www.facebook.com/earthley/photos/a.749202208548699/2068004053335168/?type=3,,A HEALTHIER Home Room 1. Temperature 2. Symptom sheet 3. Family illnesses + diagnoses 4. Wash hands 5. Start learning! SOUTHATL,,,,,,-8.04
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910152,1877562,2020-09-30 09:00:20 EDT,2020-09-30,09:00:20,Link,33,14,1,15,2,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3498092216900179,"Carrots are a low-calorie root vegetable loaded with vitamins, minerals and antioxidants. Find out the 7 health benefits, how to make carrot juice and more.",https://www.healthy-holistic-living.com/what-makes-carrots-so-good-for-you/?utm_source=HHL,,,What Makes Carrots So Good for You,"Carrots are considered to be one of the most important cultivated vegetable crops in history and the most popular root vegetable worldwide. Whether they are eaten raw, cooked or as carrot juice, people from nearly every culture have consumed carrots — in their many forms — throughout history. Th...",,,,-4.27
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,125094,137023,2020-09-30 08:52:18 EDT,2020-09-30,08:52:18,Link,190,128,3,48,5,4,0,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2751859448394792,"This presentation summarizes research on the biologic and health effects from exposure to radio frequency radiation emitted by cell phones and cell towers and discusses the implications of this research for 5G, fifth generation cellular technology. The talk was presented on September 24, 2020 by Dr. Joel Moskowitz at the Occupational and Environmental Medicine Grand Rounds, University of California, San Francisco.",https://www.saferemr.com/2020/09/UCSF-RFR-health-risks-grand-rounds.html,,,"""Radio Frequency Radiation Health Risks: Implications for 5G"" (Grand Rounds, UC San Francisco)","Health effects of exposure to wireless devices, including cordless & cell phones, cell towers, Wi-Fi & Smart Meters, & harm reduction strategies.",,,,-2.04
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,50804,52974,2020-09-30 08:00:36 EDT,2020-09-30,08:00:36,Photo,40,12,10,11,6,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2067894736679433,"Sinus Saver is an herbal allergy relief tincture that's safe for the whole family (yes... you too expecting momma's!). Sinus Saver is free of sugar, colors, flavors, synthetic vitamins and preservatives. This homeopathic allergy relief is more effective if used consistently but we also use it for colds or general sinus pressure. It can be a little spicy, so we recommend putting it in juice or tea to make it easier to take. Give it a try for only $5 -- Today Only!",https://www.facebook.com/earthley/photos/a.749202208548699/2067894736679433/?type=3,,,Timeline Photos,,,,,-18.9
