Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Holistic Hilda,HolisticHilda,985921748210269,PODCAST,,Do you want to improve your health w/o fancy shakes or flashy programs? Holistic Hilda is an expert on ancestral health practices & she can show you how to nurture wellbeing the natural way.,2020-05-01 19:32:09 EDT,1355,1488,2020-07-31 14:52:49 EDT,2020-07-31,14:52:49,Link,7,7,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/HolisticHilda/posts/1931677810301320,"Most baby food on the supermarket shelves is high in sugar and low in fat. If we want to feed our little ones more nutrient-dense fare, how should we go about it? On today's podcast, Joe & Serenity Carr, of Serenity Kids, tell their health journey and share tips for handling picky eaters, modeling healthy dietary habits, and broadening toddlers' palates. What tips have worked for you?",http://wisetraditions.libsyn.com/257-every-bite-counts-for-baby?tdest_id=811731,https://wisetraditions.libsyn.com/257-every-bite-counts-for-baby?tdest_id=811731,,Wise Traditions : 257: Every bite counts for baby,"Babies need protein and healthy fats to grow their brains and bodies. Unfortunately, most baby food on the supermarket shelves is low in these macronutrients, and alarmingly high in sugar.  How can we nourish our little ones well from the start? Joe and Serenity Carr, the couple behind Ser...",,,,-3
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,38401,39991,2020-07-31 14:27:35 EDT,2020-07-31,14:27:35,Link,20,10,4,5,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2003358383133069,"If kids aren't sleeping, no one's sleeping, and that's just bad for everyone. But it's not necessarily a ""behavior"" issue, that just needs tougher parenting. In fact, it's probably not. Look at the possible physical reasons for why your kid isn't sleeping, and try some of these natural remedies to get back to peaceful nights! https://modernalternativemama.com/2018/07/24/7-surprising-reasons-kids-dont-sleep-well/",https://modernalternativemama.com/2018/07/24/7-surprising-reasons-kids-dont-sleep-well/,,,7 (Surprising) Reasons Kids Don't Sleep Well - Modern Alternative Mama,"So many kids don't sleep well. Here are 7 reasons why not...and several ways to help them sleep better. (Plus, what you shouldn't do.)",,,,-19.95
Circleofmamas,circleofmamas,1855831771359080,HEALTH & WELLNESS WEBSITE,US,"Our mission is to spread awareness of Vaccine Injuries. 

",2020-10-30 19:11:58 EDT,N/A,N/A,2020-07-31 14:02:25 EDT,2020-07-31,14:02:25,Link,38,23,0,11,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/circleofmamas/posts/2671612393114343,America's Frontline Doctors has a new website! https://americasfrontlinedoctorsummit.com/:=:https://www.americasfrontlinedoctors.com/,https://americasfrontlinedoctorsummit.com/,https://www.americasfrontlinedoctors.com/,,America's Frontline Doctors Summit – Restoring Peace and Protecting From Harm,"Press Conference of America's Frontline Doctors American life has fallen casualty to a massive disinformation campaign. We can speculate on how this has happened, and why it has continued, but the purpose of the inaugural White Coat Summit is to empower Americans to stop living in fear. If Americans...",,,,2
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1909719,1951898,2020-07-31 14:00:46 EDT,2020-07-31,14:00:46,Link,162,47,9,55,7,44,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3305965152779554,"Scientists are flocking to Florida’s Gulf Coast for a glimpse of a mysterious 425-feet-deep ""blue hole"" on the ocean floor.",https://www.healthy-holistic-living.com/scientists-flock-to-mysterious-blue-hole-off-floridas-gulf-coast/?utm_source-HHL,,,Scientists flock to mysterious 'blue hole' off Florida's Gulf Coast,"Deep under the water off of Florida's Golf Coast, scientists are exploring a ""blue hole,"" an ocean cavern that forms below the seabed.",,,,-1.03
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,116838,128014,2020-07-31 13:20:06 EDT,2020-07-31,13:20:06,Photo,822,134,113,253,1,164,8,13,136,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2698628093717928,"A study being conducted at Yale uses ""messaging"" to convince people they need to get a COVID vaccine once it becomes available. One of the 12 ""messages"" given to study participants is what the researchers call the ""not bravery message"" and it reads: ""1/15 of the sample will be assigned to this message which describes how firefighters, doctors, and front line medical workers are brave. Those who choose not to get vaccinated against COVID-19 are not brave."" See all 12 Orwellian messages here: https://clinicaltrials.gov/ct2/show/NCT04460703?term=Vaccine&cond=Covid19&cntry=US&draw=2",https://www.facebook.com/ChildrensHealthDefense/photos/a.1806802292900517/2698618423718895/?type=3,,1984 S NOW,,,,,,2.34
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1909719,1951898,2020-07-31 13:01:56 EDT,2020-07-31,13:01:56,Photo,436,265,6,122,43,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3311038928938843,Make good friends.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/3121591901229328/?type=3,,Being honest may not get you a lot of friends but it'll always get you the right ones. -John Lennon Juicing Vegetables,Juicing Vegetables,The right ones are the best ones! Tag them below 😘,,,,-3.41
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1909719,1951898,2020-07-31 12:00:20 EDT,2020-07-31,12:00:20,Link,79,43,4,27,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3305964162779653,The simple-yet-delicious soup you won't be able to stop making.,https://www.healthy-holistic-living.com/chicken-and-kale-soup/?utm_source=HHL&utm_medium=PP,,,Chicken & Kale Soup,"Lockdown means spending a lot of time at home, but nothing makes home a nicer place to be than chicken and kale soup cooking up on the stove!",,,,-2.11
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,116838,128014,2020-07-31 11:25:05 EDT,2020-07-31,11:25:05,Link,132,45,3,20,0,17,0,43,3,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2698557283725009,,https://www.nytimes.com/2020/07/29/world/americas/lead-poisoning-children.html,,,This is a re-share of a post,"Lead contamination has long been recognized as a health hazard, particularly for the young. But a new study asserts that the extent of the problem is far bigger than previously thought, with one in three children worldwide — about 800 million in all — threatened by unacceptably high lead levels in their blood.",,,,-2.2
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,116838,128014,2020-07-31 10:06:12 EDT,2020-07-31,10:06:12,Link,594,374,18,71,125,1,0,1,1,3,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2698506053730132,"Many thanks to RFK, Jr., Mary Holland, Mike Sussman, Sujata Gibson and all the plaintiffs for fighting for the rights of children and families in New York. A win in New York will be a win for all.",https://www.nydailynews.com/new-york/ny-anti-vaccine-lawsuit-students-20200730-cp2y6h7hgrf43ofvtkronnfr7q-story.html,,,Federal lawsuit seeks relief for families with children barred from school without vaccines despite threats to their health,"Anti-vaxxing advocate Robert F. Kennedy Jr. joined eight New York families in a federal class action suit alleging their children, unable to get certain vaccines due to potential life-threatening complications, were improperly booted from their schools.",,,,2.04
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1909719,1951898,2020-07-31 09:00:53 EDT,2020-07-31,09:00:53,Link,265,150,16,54,40,3,0,0,0,2,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3305963166113086,These tiny homes just keep getting more impressive!,https://www.healthy-holistic-living.com/dream-tiny-house-with-greenhouse/?utm_source=HHL,,,Dream Tiny House With Greenhouse,"While most people tend to live with the mentality that “bigger is better,” working long, hard hours to make enough money to cover the biggest home on the block with additions and remodeling, there seems to be an interesting movement to accomplish the opposite. I give you the tiny home.",,,,1.59
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,38401,39991,2020-07-31 08:24:00 EDT,2020-07-31,08:24:00,Photo,126,81,14,18,12,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/2003356373133270,"Measles has been the subject of much debate, and a lot of it is due to the myths surrounding it. Hopefully, this helps clear some up. Measles has an incubation period of 7 - 21 days, averaging 10 - 12. It is NOT, contrary to popular belief, contagious until symptoms appear. (It *is* contagious prior to when the rash begins, there are 1 - 3 days of fever, cough, runny nose, and general flu-like symptoms before the rash appears.) A lot of kids will experience ""complications"" like diarrhea or ear infection, but these are generally mild. Serious complications are fairly rare, and more common in children with compromised immune systems. There's some evidence, on a population level, that measles infection seems to increase the risk of subsequent infections in the next several months, but no one really knows why. One large study in Britain showed that children who got measles were already more likely to visit the doctor/have sick days prior to measles infection, and were even more likely after. Some sort of underlying immune dysfunction may play a role in this. But, all studies have focused on population-level data and no one has examined individual cases or figured out what is really going on here. The measles vaccine was licensed in 1963. It is a live-virus vaccine. (The inactivated virus version wasn't effective in preventing measles, and many children ended up with atypical measles later, so it was never approved.) It was the measles portion of the vaccine that was potentially implicated in the now-infamous 1998 Wakefield study. That study was tiny, covering only 12 children, and looked at colitis diagnoses in children with autism. 8 of the mothers reported that their children's symptoms began after an MMR vaccine, and it was noted that the vaccine strain of measles was found in their bowels. Wakefield noted this in his research and recommended that follow-up studies be done to explore this correlation. He DID NOT conclude that vaccines caused autism and that was not the point of the study! Today, we still don't have solid data on the risks of the vaccine. We know there is DNA contamination in it, and this could cause DNA changes/damages. We know there are thousands and thousands of similar reports of chronic diarrhea, loss of speech and coordination, following the MMR. Proper studies aren't being done. We also know that any protection, once assumed to be life-long, wanes after 15 - 20 years, leaving adults (who are more likely to have complications) susceptible to infection. We also know that babies born to vaccinated mothers have a significantly lower duration of protection from maternal antibodies than babies born to naturally-immune mothers. This can shift disease burden to young infants, where it is also more serious. Sources: https://www.ncbi.nlm.nih.gov/pubmed/26103708:=:https://pubmed.ncbi.nlm.nih.gov/26103708/ https://www.cdc.gov/vaccines/pubs/pinkbook/meas.html https://www.cdc.gov/mmwr/volumes/67/wr/mm6740a3.htm https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2677258/ https://academic.oup.com/jid/article/206/10/1542/858893 https://www.bmj.com/content/362/bmj.k3976/rr-11 https://www.ncbi.nlm.nih.gov/pubmed/26597262:=:https://pubmed.ncbi.nlm.nih.gov/26597262/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6231568/",https://www.facebook.com/earthley/photos/a.749202208548699/2003356129799961/?type=3,,"Just the Facts! MEASLES Incubation: days (αν. 10 12) Vaccine licensure: 1963 Vaccine coverage: 94.3% (2017; MMR at school entrance) Contagious: At symptom onset Symptoms: *Moderate to high fever *Cough *Runny nose *Koplik spots *Rash Vaccine failure: Protection wanes after approximately 15 years burden to very young and adults Complications: (8%) *Ear infection (7%) *Pneumonia (6%) *Encephalitis (1 in 1000) *Death (1 in 10,000*) Pre-vaccine licensure Vaccinated maternal antibodies ""wear off"" months sooner babies Earthley wellness-",,,,,,-5.41
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1909719,1951898,2020-07-31 07:01:20 EDT,2020-07-31,07:01:20,Photo,37,19,2,13,2,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3310194535689949,Sore muscles or joints can benefit from this,https://www.facebook.com/myKoreEssentials/photos/a.594781367563105/1158738327834070/?type=3,,,MyKore Essentials,"#Magnesium studies in relation to back pain have been going on for some time now. Each time researchers dive into studying how magnesium deficiency affects #backpain in the body, they discover more information. A study conducted in 2004 actually was the first discovery of #magnesiumdeficiency causing back pain. They were able to detect this through the use of myothermogram studies. Then another study in 2013 demonstrated that magnesium deficiency treated first with IV therapy followed by oral therapy helped to reduce back pain symptoms.

Topical Magnesium with CBD oil and acmella is an amazing tool for chronic pain management https://tinyurl.com/y8b26yyx:=:https://www.mykoreessentials.com/pain-management.html",,,,-40.19
