Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 15:00:40 EDT,2020-06-30,15:00:40,Photo,531,278,23,114,34,1,80,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3222878541088216,That's the best!,https://www.facebook.com/completehealthandhappiness/photos/a.464680856982028/2981363888647033/?type=3,,I love it when someone's laugh is funnier than the joke. healthy living holistic,Health and Happiness,,,,,-2.8
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,115459,126335,2020-06-30 14:31:08 EDT,2020-06-30,14:31:08,Native Video,221,139,1,46,33,0,0,1,1,0,share,No,1229,5291,0,00:01:03,https://www.facebook.com/ChildrensHealthDefense/posts/2673279626252775,"WATCH: Hunter Lundy is one of the top Personal Injury attorneys in the US and he is one of the attorneys leading the lawsuits against the cell phone industry for brain tumors from cell phones. He is the producer of a new TV program with Roku TV - STANDING FOR JUSTICE: THE MICHA 6:8 Project, featuring people who lead social change. Watch this sneak peak of the first episode featuring Robert Kennedy, Jr. Be sure to tune in on July 2, 2020, 9 pm EDT exclusively on Roku Top Television.",https://www.facebook.com/Mc68standingforjustice/videos/322539602109423/,,,Standing For Justice,,,,,-1.85
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 14:00:14 EDT,2020-06-30,14:00:14,Link,71,28,3,37,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3206285849414152,"We will never, ever get over this one.",https://www.healthy-holistic-living.com/ranch-chicken-rice/?utm_source=HHL&utm_medium=PP,,,Ranch Chicken & Rice,Have dinner in the table in less than half an hour with this tried and true kitchen staple: Ranch Chicken & Rice. Tangy ranch dressing amps up the flavor.,,,,-2.35
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 14:00:02 EDT,2020-06-30,14:00:02,Link,7,1,1,3,1,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3220750151301055,"We will never, ever get over this one.",https://www.healthy-holistic-living.com/ranch-chicken-rice/?utm_source=HHL&utm_medium=PP,,,Ranch Chicken & Rice,Have dinner in the table in less than half an hour with this tried and true kitchen staple: Ranch Chicken & Rice. Tangy ranch dressing amps up the flavor.,,,,-23.86
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,32655,33904,2020-06-30 14:00:00 EDT,2020-06-30,14:00:00,Photo,24,14,6,3,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1972653299536911,"Most people just say no, but is that always the case? Find out what the research says: https://modernalternativemama.com/2017/12/30/can-you-detox-while-pregnant-and-breastfeeding/",https://www.facebook.com/earthley/photos/a.749202208548699/1972652649536976/?type=3,,,,,,,,-28.42
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,115459,126335,2020-06-30 13:06:33 EDT,2020-06-30,13:06:33,Link,367,32,20,98,0,58,0,48,111,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2673222749591796,"Earlier this month, the EPA decided to no longer regulate perchlorate-linked to infant brain damage--in drinking water. According to the Natural Resources Defense Council, “The Environmental Protection Agency is threatening the health of pregnant moms and young children with toxic chemicals in their drinking water at levels that literally can cause loss of I.Q. points.""",https://www.axios.com/epa-regulation-toxic-compound-perchlorate-3726369a-4c40-4d39-8e55-d6480c87b37c.html?utm_campaign=organic&utm_medium=socialshare&utm_source=linkedin,,,EPA will no longer regulate toxic compound in drinking water,Studies have linked perchlorate to infant brain damage.,,,,1.26
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 12:00:32 EDT,2020-06-30,12:00:32,Link,97,18,8,58,0,4,1,2,6,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3220749087967828,The FDA is advising consumers not to use hand sanitizer products manufactured by Eskbiochem SA due to the potential presence of a chemical that can be toxic when absorbed through skin or ingested.,https://www.healthy-holistic-living.com/these-9-hand-sanitizers-may-contain-a-potentially-fatal-ingredient-fda-warns/?utm_source=HHL,,,"These 9 hand sanitizers may contain a potentially fatal ingredient, FDA warns","According to the FDA, it appears that 9 types of hand sanitizers may contain a potentially fatal ingredient.",,,,-1.72
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,115459,126335,2020-06-30 11:04:25 EDT,2020-06-30,11:04:25,Link,439,52,117,60,0,29,5,54,122,0,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2673138092933595,"The debate over who should be first in line to get a COVID vaccine rages on. Melinda Gates recently said that people of color should be near the front of the line and now it appears that pregnant women will also be among those targeted to go first. ""Pregnant women present particularly vexing issues. The new data, reported in CDC’s Morbidity and Mortality Weekly Report, compared more than 90,000 women with confirmed cases of COVID-19 who were between 15 and 44. The study has several important limitations, but in an age-adjusted analysis, the 8200 women who were pregnant had a 1.5 times higher risk of being admitted to an intensive care unit and a 1.7 times higher risk of requiring mechanical ventilation.""",https://www.sciencemag.org/news/2020/06/line-forming-covid-19-vaccine-who-should-be-front,,,The line is forming for a COVID-19 vaccine. Who should be at the front?,U.S. and World Health Organization are already debating how to prioritize the initial distribution of a coveted vaccine,,,,1.51
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 11:00:23 EDT,2020-06-30,11:00:23,Link,84,40,0,42,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3137194606323277,"Magnesium is needed for more than 300 biochemical reactions in the body. It helps maintain normal muscle and nerve function, keeps heart rhythm steady, supports a healthy immune system, and keeps bones strong. Over 68% of Americans do not consume the recommended daily intake of magnesium. Try adding a few of these magnesium rich foods to your diet and supplement if needed.",https://www.healthy-holistic-living.com/low-magnesium-may-play-key-role-insulin-resistance-diabetes/,,,Low Magnesium May Play Key Role in Insulin Resistance and Diabetes,"Magnesium is the fourth most abundant mineral in your body. If you don’t have enough of it, your body simply cannot function at its best. Insufficient cellular magnesium levels set the stage for deterioration of proper metabolic function that typically snowballs into more significant health proble...",,,,-1.99
1986: The Act,1986theact,109141140551945,INTEREST,US,An important film about the truth behind the1986 National Childhood Vaccine Injury Compensation program and vaccine makers who have immunity from prosecution.,2020-11-13 05:23:16 EST,N/A,N/A,2020-06-30 10:19:06 EDT,2020-06-30,10:19:06,Link,42,23,3,6,9,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/1986theact/posts/187861369346588,Andy about to go live on David Knight! https://banned.video/channel/5b92d71e03deea35a4c6cdef,https://banned.video/channel/5b92d71e03deea35a4c6cdef,,,The David Knight Show,Radio host David Knight brings you real news in real time.,,,,0
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 09:00:57 EDT,2020-06-30,09:00:57,Link,"1,786",837,137,709,89,11,0,0,0,3,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3220748124634591,"Grow Lemongrass In Pots, It Will Repel Mosquitoes, Keep You Relaxed And Ease Your Headaches",https://www.healthy-holistic-living.com/grow-lemongrass-in-pots-it-will-repel-mosquitoes-keep-you-relaxed-and-ease-your-headaches/?utm_source=HHL,,,"Grow Lemongrass In Pots, It Will Repel Mosquitoes, Keep You Relaxed And Ease Your Headaches",Lemongrass is an herb often used in Thai cuisine. It tastes and smells of lemon with a unique pungency that is quite pleasing.,,,,10.69
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,32655,33904,2020-06-30 08:08:00 EDT,2020-06-30,08:08:00,Photo,34,22,1,6,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1972644519537789,"Schisandra is a woody climbing vine that produces red spherical fruit. The whole fruit and the seed have a salty taste. The skin and pulp are sweet and sour, whereas the kernels are pungent and bitter. For this reason the Chinese name it Wuweizi (five flavours fruit) and Gomishi in Japanese. Schisandra has been used for centuries in Chinese medicine. The ancient Chinese classified the herb in many ways – as a stimulant, tonic, antiseptic, relaxant and astringent. Schisandra has also been used to treat different ailments including coughs, fatigue, impotence, memory loss and nervous complaints. It has also been acclaimed for promoting longevity and increasing physical and mental stamina. More recently, the benefits of Schisandra have been extensively studied. These studies show benefits including heart-lung function, body resistance, anticancer activities, suppression of infections in human immunodeficiency virus (HIV), and more! Check out the studies on this powerful plant!👇 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6073455/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5378736/",https://www.facebook.com/earthley/photos/a.749202208548699/1972637422871832/?type=3,,,,,,,,-20.06
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 07:00:46 EDT,2020-06-30,07:00:46,Photo,"4,228",2452,55,1238,420,47,1,0,0,15,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3221919981184072,Go hemp!,https://www.facebook.com/mynaturalmedicine/photos/a.1593462310965167/2517551541889568/?type=3,,"Hi, my name is Hemp In 3-4 months I can grow to produce over 50,000 commercial products including anything wood, paper, cotton or plastic can be used for. I'm also an edible protein including all essential amino acids, as well as omega's 3,6 & 9 essential fatty acids. Best of all, I am renewable and don't need to be genetically modified because m naturally pest resistant.",I Love Natural Medicine,,,,,2.84
Melissa Malinowski Naturopath Practitioner,IntegrativeNutritionalTherapies,276177918209,HEALTH & WELLNESS WEBSITE,US,"Melissa Malinowski focuses on intentional living and creating a healthy home. She implements bioscan assessments across the US to uncover fundamental root imbalances for people & pets, to help them live their best lives.",2020-01-30 20:57:48 EST,5622,5947,2020-06-30 06:40:34 EDT,2020-06-30,06:40:34,Native Video,87,23,18,27,0,2,0,6,11,0,owned,Yes,480,990,0,00:00:58,https://www.facebook.com/IntegrativeNutritionalTherapies/posts/10158531859453210,"“Here in the United States, people who really should get it first, it’s going to be blacks and native americans, people with underlying health conditions and the elderly.” -Melinda Gates Let me get this straight, recovery rate of people who get this is over 99%, however we can't go on as normal without a va((ine? And keep in mind they’re talking about a va((ine that they supposedly haven’t even fully and completely invented, tested for safety or completed full safety tests yet. So common sense would tell us that they’re not really interested in preventing illness or educating anyone of the importance of vitamin c, vitamin d, zinc, mg, fresh air, sunshine, real food, healthy gut microbiome and a healthy mind .. without instilling unnecessary fear and stress and embellishment over a germ. They just want to inject people with a toxic soup that makes them billions. Specifically black and old people first. If that doesn’t throw up a red flag about what these people are really up to, I don’t know what would. Not to mention Bill and Melinda and their associates are totally obsessed with depopulating the earth, that's on record, it's not debatable. P.S. Look at Bill's mouth while she is talking. He's curling his lip inward for most of the clip. Curling the lip in is a involuntary sign of withholding information and he also looks like he's holding back a sinister smirk. ✨ Push up and beam your light of wisdom, knowledge, transparency, freedom and liberties ... patriot light keepers! Be the best doctor in your own body, take responsibility for your own health and raise your own immunity shied and live your life outside of your home ➜ http://www.integrativenutritionaltherapies.com/naturopathic-solutions-for-colds-and-flu/ ✉️ Also, if you're into transparency about true health and wellness and healing therapies, like I am, feel free to put your email in to get on my updated list and prepare to become empowered. 👉🏻 http://www.integrativenutritionaltherapies.com/join ✨✨",https://www.facebook.com/IntegrativeNutritionalTherapies/videos/317418972750762/,,,,,,,,1
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 06:00:19 EDT,2020-06-30,06:00:19,Link,43,21,0,13,1,7,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3220383211337749,These mushrooms will eat just about *anything*.,https://www.iflscience.com/plants-and-animals/author-of-fungus-book-lets-mushrooms-eat-his-work-then-eats-mushrooms/?fbclid=IwAR3y4KG-Yn9_VoMpMFY87QI7KIyRIQeNVfQ1fa_ZrhCGuO1VFEkZBfpyoK0,,,"Author Of Fungus Book Lets Mushrooms Eat His Work, Then Eats Mushrooms","In one of the more unusual examples of book launch PR, a man who wrote a book about the mysterious life of fungus decided to demonstrate the limitless appe",,,,-3.88
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 05:00:19 EDT,2020-06-30,05:00:19,Photo,"2,157",519,24,1520,84,0,4,0,0,6,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3221659587876778,,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3221659587876778/?type=3,,Getting married after 30 is still beautiful. Starting a family after 35 is still possible. Buying your first house after 40 is still a boss move. Don't let people rush you with their time lines. holistić healthy liwing,Timeline Photos,,,,,1.45
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 04:00:03 EDT,2020-06-30,04:00:03,Status,31,9,20,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3221560117886725,Question of the day: Tell me one fact you remember learning as a kid that blew your mind. (Example: Light-year meant the number of years it takes the light of that star to reach earth),,,,,,,,,-2.74
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 03:00:21 EDT,2020-06-30,03:00:21,Photo,66,48,2,6,10,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3221451027897634,Fill your house with roses!,https://www.facebook.com/AskDrNandi/photos/a.312022975485597/3206339486053917/?type=3,,,"Partha Nandi, MD","Roses have symbolized love, beauty, war, and politics for hundreds of years. The essential oil derived from the rose plant has a wide range of potential benefits. Lets celebrate Rose!",,,,-22.53
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1910635,1952283,2020-06-30 02:00:19 EDT,2020-06-30,02:00:19,Photo,"2,541",1588,56,540,324,0,0,0,0,33,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3221355754573828,Mornings are blessings.,https://www.facebook.com/VegetableJuicing/photos/a.181515575236990/3033298720058647/?type=3,,We forget that waking up each day is the first thing we should be grateful for. Juicing Vegetables,Juicing Vegetables,Mornings are blessings.,,,,1.71
