Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 18:00:54 EDT,2020-04-30,18:00:54,Link,32,17,4,9,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3062449187131153,"Do you have muscle or joint pain? If you are, This is Best Natural Drinks for it! Check it out!",https://www.healthy-holistic-living.com/reduce-joint-pain-recipe/?utm_source=HHL,,,Reduce Joint Pain With This Natural Drink Recipe - Healthy Holistic Living,Joint pain doesn't have to be the cost of aging. This natural (and tasty!) drink recipe will strengthen and rebuild cartilage and reduce joint pain.,,,,-5.22
Melissa Malinowski Naturopath Practitioner,IntegrativeNutritionalTherapies,276177918209,HEALTH & WELLNESS WEBSITE,US,"Melissa Malinowski focuses on intentional living and creating a healthy home. She implements bioscan assessments across the US to uncover fundamental root imbalances for people & pets, to help them live their best lives.",2020-01-30 20:57:48 EST,5507,5635,2020-04-30 17:53:39 EDT,2020-04-30,17:53:39,Photo,74,20,25,24,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/IntegrativeNutritionalTherapies/posts/10158320881818210,"Birth Control facts plus SOLUTIONS for you today friends! + It is estimated that 11 million woman are on synthetic hormonal birth control. While the birth control pill is widely prescribed as a 'quick-fix solution' to a variety of women’s health conditions, taking it can also result in other more serious and dangerous health consequences. I see it daily when I bioscan assess clients. +Did you know that birth control pills are a confirmed class 1 cancer causer? Some other class 1 carcinogens: asbestos, formaldehyde (in all vaccines), ionizing radiation (all types), isopropyl alcohol (OTC skin care), Polychlorinated biphenyls (PCBs) (found in store bought make-up, lotions and plastics), Tamoxifen (breast cancer ""medication"") and tobacco smoke to name a few. ++Hormonal birth control works by stopping brain and ovarian communication, which is especially problematic if you have symptoms of estrogen dominance. +If your progesterone is too low you will get anxiety, have trouble sleeping, get hot flashes, and your essential liver detoxification nutrients will be depleted. +Did you know that birth control pills ALSO rob us of our VITAL nutrients? Birth control pills are described as ""Drug Muggers"" by Suzy Cohen, RPh, America's Pharmacist. Birth control pills deplete zinc, selenium, and the amino acid tyrosine from our bodies. These are all vitamins and minerals that are necessary for proper thyroid function. Thyroid conditions affect 1 in 5 women at some point in life and are responsible for anxiety, weight gain, depression and heart disease. I reference Dr. Suzy Cohen's book DAILY when working with clients. Get it here ➜ http://amzn.to/2vYJlUA:=:https://www.amazon.com/s/ref=as_li_ss_tl?url=search-alias=stripbooks&field-keywords=drug+muggers+by+suzy+cohen&sprefix=drug+mugge,stripbooks,153&crid=1K1C7P8HZ0U76&linkCode=sl2&tag=wwwintegrat04-20&linkId=6e0ffd07493b175b0a7a619dd78953c4 (affil) +Woman can get chronic yeast infections because the pill greatly negatively effects gut flora milieu. I see it weekly in clients. +Women who have a family history of autoimmune disease are 300% more likely to develop Crohn’s disease after 5 years on birth control. 300%. +The pill can decrease libido by causing the body to produce more sex hormone binding globulin. +One of the most important things to do while on the pill is to replenish essential nutrient stores in the body by forming a healthy real food paleo/ketogenic diet. +Detoxing the liver is also extremely important, as the liver is constantly working to process hormones. +Because your liver works in overdrive while on the pill, fragrances can effect your body in negative ways, indicating that detox pathways are not working optimally. ++ Be certain to also switch and ditch harsh chemical cleaners, fragrances, and self-care/beauty items. I *highly* recommend switching to Young Living products - the only seed to seal wellness company that has everything you need and they offer deep discounts to members. #theeasybutton 💦NOTE: essential oils such as Young Living's Clary Sage, Dragon Time, SclarEssense and Endoflex, help modulate the HPA and endocrine system ➜ http://integrativenutritionaltherapies.com/essential-oils:=:http://www.integrativenutritionaltherapies.com/essential-oils/ All these and more details are in Dr. Jolene Brighton's book Beyond The Pill ➜ https://amzn.to/2GNam3d:=:https://www.amazon.com/Beyond-Pill-Program-Hormones-Dangerous/dp/0062847058/ref=as_li_ss_tl?keywords=Beyond+The+Pill&qid=1550355235&s=gateway&sr=8-1&linkCode=sl1&tag=wwwintegrat04-20&linkId=15fa96e7d9d160f9d85f15395db33386&language=en_US (affil)",https://www.facebook.com/IntegrativeNutritionalTherapies/photos/a.279265483209/10158320874658210/?type=3,,,,,,,,-1.26
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 17:00:19 EDT,2020-04-30,17:00:19,Photo,"4,958",809,277,1589,22,121,2127,6,2,5,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3064969916879080,😅,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3064969916879080/?type=3,,If one of your pillows looks like this You can survive Coronavirus healthy living holistic,Timeline Photos,,,,,3.33
Circleofmamas,circleofmamas,1855831771359080,HEALTH & WELLNESS WEBSITE,US,"Our mission is to spread awareness of Vaccine Injuries. 

",2020-10-30 19:11:58 EDT,N/A,N/A,2020-04-30 16:36:23 EDT,2020-04-30,16:36:23,Native Video,286,23,60,80,0,41,2,8,72,0,owned,Yes,2016,5946,0,00:00:14,https://www.facebook.com/circleofmamas/posts/2595987667343483,"What are these medical professionals THINKING?!? This in addition to all the choreographed dances, the pole dancing, the parades on medical equipment. If hospitals have this much time on their hands, we should NOT be locked down. No excuse for this behavior. #ReOpenAmeria #coronavirus #quarantine #nurses #covidnurses #covid19 #corona #tiktoknurses #tiktok #covidquarantine",https://www.facebook.com/circleofmamas/videos/943257432801941/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fcircleofmamas%2Fvideos%2F943257432801941%2F,,Nurses During the Covid Pandemic,,,,,11.92
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,132067,144818,2020-04-30 16:27:17 EDT,2020-04-30,16:27:17,Link,"4,169",535,818,1683,3,306,5,75,743,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2623144621266276,"WOW! FROM BILL GATES ...must read! MANDATES FOR ALL is coming. If this doesn't scare the heck out of you and keep you awake at night, nothing will. Count how many times ""safe/safety"" and ""effective/efficacy"" is used in the article. When asked when we can GO BACK TO NORMAL Gates answers: ""when we have an almost perfect drug to treat COVID-19, or when almost every person on the planet has been vaccinated against coronavirus."" ... And there is more. Much more. Sorry to ruin your day but knowledge is power. Make sure everyone knows Gates' plan. In knowing it, we can push back and make sure it doesn't happen...to us, to our kids, to our neighbors, to the world.",https://www.gatesnotes.com/Health/What-you-need-to-know-about-the-COVID-19-vaccine,,,What you need to know about the COVID-19 vaccine,Humankind has never had a more urgent task than creating broad immunity for coronavirus.,,,,28.55
Circleofmamas,circleofmamas,1855831771359080,HEALTH & WELLNESS WEBSITE,US,"Our mission is to spread awareness of Vaccine Injuries. 

",2020-10-30 19:11:58 EDT,N/A,N/A,2020-04-30 16:12:58 EDT,2020-04-30,16:12:58,Video,80,9,8,16,0,15,0,2,30,0,,-,0,0,0,N/A,https://www.facebook.com/circleofmamas/posts/2595968687345381,"Reprehensible video goes viral of medical professionals having a mock funeral. If we are not dealing with a real, legitimate crisis: WHAT ARE WE DOING? #ReOpenAmeria #covid19 #corona #tiktoknurses #tiktok #covidquarantine",https://twitter.com/realjuliasong/status/1255619980646912000?s=20,,,ESSENTIAL Julia Song on Twitter,“The corona tik tok nurse videos cannot get any wor... https://t.co/vVNjbX5cNm:=:https://twitter.com/realjuliasong/status/1255619980646912000/video/1”,,,,4.21
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 16:00:28 EDT,2020-04-30,16:00:28,Link,240,91,33,106,10,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3062448447131227,This Is What Happens To Your Body If You Eat Peanut Butter Every Day. . .,https://www.healthy-holistic-living.com/science-explains-what-happens-to-your-body-when-you-eat-peanut-butter-every-day/?utm_source=HHL,,,Science Explains What Happens To your Body When You Eat Peanut Butter Every Day,"If you're a peanut butter lover, take comfort in knowing your favorite snack is helping your health every time you grab a spoonful.",,,,1.44
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 15:00:10 EDT,2020-04-30,15:00:10,Photo,146,94,13,23,7,6,2,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3064751740234231,Tool for bonding,https://www.facebook.com/fitness1motivation/photos/a.360061137428467/2282045058563389/?type=3,,Did you know that drinking warm beverages with someone helps you feel closer to them? #organifigold,Fitness Motivation,Did you have a sip of our favorite #Organifi together with a loved one? 😉,,,,-10.18
1986: The Act,1986theact,109141140551945,INTEREST,US,An important film about the truth behind the1986 National Childhood Vaccine Injury Compensation program and vaccine makers who have immunity from prosecution.,2020-11-13 05:23:16 EST,N/A,N/A,2020-04-30 14:12:36 EDT,2020-04-30,14:12:36,Link,47,22,1,17,6,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1986theact/posts/169412377858154,"On the eve of what was supposed to be his incarceration, listen in as Andy and Roger meet for the first time. Roger explains how RFK Jr. inspired him, the importance of the Health Freedom movement and how the deep state has used the judicial system against him, and the fight Donald Trump is up against.",https://soundcloud.com/andy-wakefield-podcast/the-andy-wakefield-podcast-episode-20-who-framed-roger-stone,,,The Andy Wakefield Podcast Episode 20: Who Framed Roger Stone,"On the eve of his incarceration, listen in as Andy and Roger meet for the first time. Roger explains how RFK Jr. inspired him, the importance of the Health Freedom movement and how the deep state has",,,,0
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,31203,32248,2020-04-30 14:01:00 EDT,2020-04-30,14:01:00,Photo,24,13,0,6,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1894998927302349,"Sneak peek behind the scenes! Finished products hang out here, in our blue bins, ready for our shipping team to pick and pack them and send them home to you! Pain Potion is front and center in this case. (It's for headaches and other types of pain.)",https://www.facebook.com/earthley/photos/a.749202208548699/1894998340635741/?type=3,,,,,,,,-28.42
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 14:00:24 EDT,2020-04-30,14:00:24,Link,865,389,26,310,133,2,1,0,0,4,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3062446300464775,Save the bees!,https://www.healthy-holistic-living.com/bees-voted-to-be-the-most-important-living-beings-on-earth/?utm_source=HHL,,,The Bee Has Been Declared “Most Important Living Being on the Planet”,"Back in 2008, the Annual Earthwatch debate was held in the UK. During the event, 5 scientists made their cases for the most important species to our planet, and the audience was asked to vote for only one. Bees were the winner!",,,,5.18
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 12:00:01 EDT,2020-04-30,12:00:01,Link,"15,924",6760,384,7258,1460,25,4,13,1,19,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3062445340464871,"To help ease the pain of lost revenue due to the steep drop in demand, farmers are now selling their crops directly to consumers.",https://www.healthy-holistic-living.com/florida-farmers-selling-directly-to-consumers-to-avoid-produce-dumps/?utm_source=HHL,,,Florida farmers selling directly to consumers to avoid produce dumps,Agriculture is struggling.,,,,95.35
Children's Health Defense,ChildrensHealthDefense,1797590283821718,NONPROFIT ORGANIZATION,US,"End childhood health epidemics by exposing causes, eliminating harmful exposures; seeking justice for the injured and establishing safeguards.",2019-03-08 13:04:29 EST,108685,117823,2020-04-30 11:54:14 EDT,2020-04-30,11:54:14,Photo,"1,291",560,289,245,49,121,1,18,7,1,,-,0,0,0,N/A,https://www.facebook.com/ChildrensHealthDefense/posts/2622970191283719,"RFK, Jr.: ""Does Shiva’s Ownership of a Vaccine Company and His Partnership with Microsoft Color His Advocacy? For many months I have remained silent in the face of defamatory and dishonest attacks against me by Dr Shiva Ayyadurai. My approach was to ignore the sniping to preserve the unity of the Health Freedom Movement. However, Shiva has expanded his malevolent campaign to include venomous salvos against our community’s most prominent and effective leaders, including Del Bigtree, Polly &Bella Tommey, Mark Blaxill, Dr Rashid Buttar, Samoan-Australian activist Taylor Winterstein, and Massachusetts health freedom leader Candace Edwards. Because he now has our most outstanding spokesmen in his gun-sites, and because his poisonous volleys have begun to damage the solidarity that is critical to our success, I reluctantly make this brief response. Read my full expose on @childrenshealthdefense’s website. Little Lies / Big Lies: I had never heard of Shiva when he approached me on the street following a January 6, 2020 Trenton rally. We had a friendly chat and took a photo. Afterward, he tweeted that I had refused to shake his hand. A half-dozen photos of us shaking hands soon surfaced, proving his statements false. It was only then that I learned he was running as a fringe candidate for U.S. Senate against my nephew, Massachusetts Congressman Joseph Kennedy. It is axiomatic that a man who lies about small things, will also lie about the large. I made a note to fact check Shiva’s assertions. I advise others to take similar precautions."" For more details and pictures, here is the CHD article: https://childrenshealthdefense.org/news/critical-questions-for-dr-shiva-about-his-attempts-to-splinter-the-health-freedom-movement/",https://www.facebook.com/ChildrensHealthDefense/photos/a.1806802292900517/2622957901284948/?type=3,,Why is Dr. Shiva Trying to Splinter the Health Freedom Movement? U.S.,Photos from Children's Health Defense's post,,,,,3.83
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 10:01:14 EDT,2020-04-30,10:01:14,Photo,603,183,26,142,6,1,245,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3064180450291360,🤣,https://www.facebook.com/healthyholisticliving/photos/a.327445603964872/3064180450291360/?type=3,,Glad I didn't waste my money buying a planner for 2020. holistic healthy living,Timeline Photos,,,,,-2.47
Earthley,earthley,749122528556667,HEALTH & WELLNESS WEBSITE,US,"An all-natural alternative to your personal care and wellness needs! Soaps, salves, tinctures, and more!!!",2018-10-18 03:36:42 EDT,31203,32248,2020-04-30 09:59:53 EDT,2020-04-30,09:59:53,Photo,19,10,2,2,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/earthley/posts/1902782973190611,"We could all use a mood boost! Bergamot essential oil is a citrusy scent that promotes an uplifted mood and can even reduce stress. Packed with the amazing-smelling Bergamot oil, try our Detoxifying Deodorant, 3-in-1 Soap, and Tame the Beard Oil today!",https://www.facebook.com/earthley/photos/a.749202208548699/1902782769857298/?type=3,,,,,,,,-35.89
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 09:00:44 EDT,2020-04-30,09:00:44,Link,"7,344",1644,209,5080,319,85,3,1,1,2,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3062442657131806,BEST Italian Lemon Pound Cake Would you try this?,https://www.healthy-holistic-living.com/best-italian-lemon-pound-cake-%f0%9f%8d%8b/?utm_source=HHL&utm_medium=PP,,,BEST Italian Lemon Pound Cake 🍋,"This recipe for the best Italian lemon pound cake is everything! If you've ever wondered whether cake is good for dinner, we invite you to give this a shot.",,,,43.98
Healthy Holistic Living,healthyholisticliving,134953239880777,HEALTH & WELLNESS WEBSITE,US,"""The greatest discovery of any generation is that human beings can alter their lives by altering the attitudes of their minds.""            ",2014-04-16 16:05:04 EDT,1913034,1877903,2020-04-30 06:00:36 EDT,2020-04-30,06:00:36,Link,479,272,5,113,58,29,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/healthyholisticliving/posts/3057323034310435,"For the first time in world history, the aquarium in Tampa, Florida has successfully reproduced ridged cactus coral in human care.",https://www.cnn.com/2020/04/22/us/florida-aquarium-first-reproduce-ridhed-cactus-coral-trnd/index.html,,,The Florida Aquarium just made a breakthrough that will help save the third largest coral reef in the world,Ridged cactus coral are just one of a variety of species rescued from Florida's waters after coral reefs in the state began undergoing a major disease outbreak that started in 2014. The aquarium has successfully reproduced them in human care.,,,,2.87
